* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -38,3 dBFS, measurement signal peak level -25,9 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 16:58:11
* REW Settings:
359.187866 69.971 75.7842
361.790680 69.473 35.3076
364.412354 69.284 -0.7627
367.053040 70.084 -31.1846
369.712860 72.121 -62.9072
372.391968 73.920 -105.2695
375.090454 74.477 -157.3442
377.808533 73.629 147.2930
380.546265 71.536 87.2109
383.303864 68.389 7.4785
386.081451 65.436 -100.9829
388.879150 65.883 154.1167
391.697144 67.687 81.3164
394.535522 68.402 30.5366
397.394501 67.881 -6.5015
400.274170 67.309 -29.3979
403.174744 68.437 -47.5947
406.096313 70.134 -75.6045
409.039062 71.143 -113.4336
412.003113 71.233 -155.1270
414.988647 70.257 166.3057
417.995850 68.550 140.5117
421.024811 68.157 125.5127
424.075714 69.479 100.5840
427.148743 70.042 59.7314
430.244049 69.089 16.4878
433.361786 66.743 -15.3672
436.502106 63.815 -29.5171
439.665161 63.140 -35.5571
442.851166 65.116 -52.2803
446.060242 67.237 -87.1709
449.292572 68.555 -146.9639
452.548340 68.275 115.0806
455.827698 67.060 -12.7129
459.130798 66.862 -127.4609
462.457855 67.779 160.7520
465.809021 69.989 117.7754
469.184448 72.340 74.0371
472.584381 73.560 18.8887
476.008911 73.459 -41.1484
479.458252 72.107 -97.6602
482.932617 70.000 -147.0449
486.432159 68.163 164.6719
489.957031 66.619 113.9600
493.507477 65.015 63.8877
497.083618 63.935 15.4082
500.685699 64.224 -37.5957
504.313873 65.050 -105.3438
507.968323 64.982 170.7676
511.649292 64.169 77.5156
515.356934 63.201 -27.4551
519.091370 62.455 -157.2422
522.852966 63.771 45.2100
526.641724 66.368 -97.3242
530.458008 68.170 165.4746
534.301941 69.410 98.2051
538.173706 70.327 39.0869
542.073547 70.505 -21.8311
546.001648 69.630 -84.3652
549.958191 67.696 -143.1182
553.943420 65.254 170.2646
557.957520 65.063 127.1621
562.000671 67.210 63.5195
566.073181 69.186 -13.7480
570.175171 71.299 -84.7373
574.306885 73.543 -149.5537
578.468567 74.828 143.6475
582.660400 74.665 77.4453
586.882568 73.206 18.8486
591.135376 70.713 -25.8799
595.419006 68.198 -52.5449
599.733643 68.253 -74.3359
604.079590 69.335 -113.4316
608.456970 69.015 -160.1016
612.866089 68.406 165.4453
617.307190 69.336 124.7090
621.780457 69.523 57.0391
626.286133 67.589 -19.5264
630.824463 65.185 -93.1816
635.395691 65.846 -172.9062
640.000000 67.880 109.1455
644.637695 70.093 45.6621
649.309021 72.490 -8.8477
654.014160 74.348 -65.8232
658.753418 74.799 -127.6152
663.527039 73.475 177.8174
668.335205 71.201 142.6396
673.178284 70.554 113.8301
678.056396 70.779 73.1436
682.969849 69.948 31.4854
687.918945 69.197 1.2441
692.903870 70.089 -29.3906
697.924927 70.816 -71.6270
702.982422 70.684 -115.0410
708.076477 70.642 -156.9824
713.207520 70.320 159.0957
718.375732 69.382 119.2393
723.581360 68.880 83.9404
728.824707 69.360 47.0312
734.106079 70.099 4.5137
739.425720 70.443 -38.2266
744.783936 71.715 -77.5918
750.180908 73.123 -131.9258
755.617065 72.466 163.0674
761.092529 69.574 114.9668
766.607727 66.512 84.5625
772.162903 66.174 47.4863
777.758301 66.654 -3.7520
783.394287 66.994 -55.9668
789.071045 68.507 -116.1250
794.789001 69.556 160.7979
800.548340 69.112 59.8896
806.349487 67.111 -61.1260
812.192627 64.124 151.2324
818.078125 63.891 6.7578
824.006226 66.065 -100.1016
829.977295 67.103 -178.1582
835.991699 67.574 122.4785
842.049622 68.830 68.3037
848.151428 69.572 6.7178
854.297485 68.669 -50.5947
860.488098 67.374 -87.5703
866.723572 67.727 -125.8574
873.004211 67.757 -179.6182
879.330322 66.392 133.1055
885.702332 65.721 100.8057
892.120483 67.314 66.2178
898.585144 69.619 20.6582
905.096680 71.196 -36.7676
911.655396 71.421 -99.9961
918.261597 70.649 -157.6191
924.915710 70.302 155.4297
931.618042 71.236 93.4805
938.368896 71.416 -17.3115
945.168762 70.885 -178.3242
952.017822 70.956 5.9238
958.916504 70.768 -161.2090
965.865234 71.589 40.6250
972.864319 73.643 -91.4170
979.914062 74.623 167.8027
987.014954 74.296 88.7549
994.167236 73.486 20.6504
1001.371399 72.485 -44.9990
1008.627747 71.338 -113.0098
1015.936646 70.028 165.9746
1023.298584 68.176 59.9229
1030.713867 67.305 -75.5605
1038.182739 68.013 133.5625
1045.705933 67.579 -10.5928
1053.283447 67.617 -141.1006
1060.916016 70.153 98.3916
1068.603882 72.084 -9.6953
1076.347412 73.329 -96.4766
1084.147095 74.784 -170.2090
1092.003296 75.994 116.3027
1099.916382 76.464 40.1914
1107.886841 76.205 -38.0254
1115.915039 74.621 -110.5137
1124.001343 71.600 -155.1016
1132.146362 71.127 178.1602
1140.350342 73.618 130.5996
1148.613770 74.864 59.8594
1156.937134 75.034 -12.6543
1165.320801 75.172 -83.4316
1173.765137 74.917 -156.1074
1182.270752 74.099 133.0273
1190.838013 73.647 57.8223
1199.467285 73.220 -35.8359
1208.159180 71.990 -154.8828
1216.913940 70.517 69.9980
1225.732178 70.165 -56.5371
1234.614380 70.593 -157.1523
1243.560913 71.446 119.5586
1252.572266 71.577 39.8613
1261.648926 70.328 -25.9902
1270.791382 70.789 -74.2734
1280.000000 73.653 -133.6504
1289.275391 75.223 143.4141
1298.618042 74.473 59.0527
1308.028320 72.634 -5.4297
1317.506836 72.816 -66.2070
1327.054077 74.009 -141.1094
1336.670410 73.685 139.7695
1346.356567 72.791 79.4883
1356.112793 74.745 20.3086
1365.939697 76.688 -64.1270
1375.837891 76.297 -161.0117
1385.807739 74.043 119.5156
1395.849854 72.711 56.8887
1405.964844 72.853 -24.2305
1416.152954 71.678 -126.1133
1426.415039 70.143 104.1914
1436.751465 70.892 -59.3516
1447.162720 73.677 143.2461
1457.649414 75.619 11.7324
1468.212158 76.500 -105.8867
1478.851440 75.702 136.5156
1489.567871 72.645 13.0488
1500.361816 69.392 -164.0645
1511.234131 68.349 -45.5371
1522.185059 68.447 101.7031
1533.215454 69.637 -65.3164
1544.325806 69.990 147.8789
1555.516602 69.663 17.1211
1566.788574 69.771 -118.7305
1578.142090 69.263 86.8535
1589.578003 68.734 -74.6426
1601.096680 68.651 113.2129
1612.698975 69.940 -94.5488
1624.385254 73.191 36.4551
1636.156250 75.727 -159.0000
1648.012451 76.829 28.3027
1659.954590 76.468 -143.4355
1671.983398 75.708 43.2500
1684.099243 74.709 -137.3066
1696.302856 72.562 40.5605
1708.594971 70.944 -148.7168
1720.976196 72.027 -4.3086
1733.447144 73.629 135.2852
1746.008423 73.367 -42.7324
1758.660645 71.716 -165.8047
1771.404663 71.631 98.4805
1784.240967 73.238 2.2031
1797.170288 73.531 -113.8359
1810.193359 71.259 106.7793
1823.310791 69.104 -85.8809
1836.523193 69.545 53.3359
1849.831421 70.229 -154.0039
1863.236084 70.873 -25.3145
1876.737793 72.043 121.6758
1890.337524 72.074 -46.9785
1904.035645 70.529 140.0586
1917.833008 70.447 -56.0742
1931.730469 72.050 127.5527
1945.728638 72.280 -7.3770
1959.828125 72.522 -107.7539
1974.029907 74.783 156.0312
1988.334473 75.812 37.4043
2002.742798 74.211 -88.6699
2017.255493 73.097 114.7695
2031.873291 74.801 -99.4766
2046.597168 75.656 61.9453
2061.427734 75.496 -64.5527
2076.365479 77.392 -157.8809
2091.411865 79.147 83.0977
2106.566895 79.118 -50.2383
2121.832031 77.151 -168.8281
2137.207764 75.195 94.7500
2152.694824 75.831 -13.4121
2168.294189 77.297 -145.2246
2184.006592 78.209 50.2012
2199.832764 76.967 -155.7930
2215.773682 73.668 -39.2969
2231.830078 72.067 69.7188
2248.002686 74.145 -137.1406
2264.292725 75.007 56.1895
2280.700684 74.457 -84.6543
2297.227539 73.866 152.4336
2313.874268 75.061 28.3223
2330.641602 76.034 -148.3105
2347.530273 74.928 -68.2500
2364.541504 73.030 -79.9316
2381.676025 72.472 -42.2891
2398.934570 71.971 99.1523
2416.318359 71.507 -79.3320
2433.827881 70.248 103.4648
2451.464355 69.228 -80.0000
2469.228760 70.319 72.4199
2487.121826 72.414 -136.7305
2505.144531 74.638 37.1289
2523.297852 75.896 -144.4336
2541.582764 75.815 4.2266
2560.000000 75.251 112.6328
2578.550781 75.793 -130.1250
2597.236084 75.863 16.4219
2616.056641 75.868 152.4375
2635.013672 76.916 -114.3750
2654.108154 76.803 -25.3047
2673.340820 75.969 105.9883
2692.713135 75.927 -119.5234
2712.225586 75.309 -42.4453
2731.879395 73.011 -25.7422
2751.675781 70.635 10.1758
2771.615479 70.012 49.0156
2791.699707 70.113 63.1289
2811.929688 70.958 98.1016
2832.305908 72.347 165.1602
2852.830078 72.708 -112.6992
2873.502930 71.390 -104.1719
2894.325439 71.037 -178.5078
2915.298828 72.930 151.2812
2936.424316 75.267 -139.8164
2957.702881 76.433 7.7422
2979.135742 76.164 -164.6172
3000.723633 75.409 37.8398
3022.468262 74.460 -115.1172
3044.370117 73.514 98.8906
3066.430908 74.010 -47.5391
3088.651611 74.713 132.7266
3111.033203 73.932 -85.2969
3133.577148 74.249 20.8555
3156.284180 75.614 74.2227
3179.156006 76.211 119.7109
3202.193359 76.828 -119.7539
3225.397949 78.019 52.9023
3248.770508 78.578 -132.4219
3272.312500 78.045 15.4453
3296.024902 75.862 89.6094
3319.909180 72.192 63.4453
3343.966797 71.660 0.3555
3368.198486 74.181 7.7852
3392.605713 76.112 107.9961
3417.189941 75.861 -101.3320
3441.952393 74.859 75.1016
3466.894287 75.085 -112.9453
3492.016846 75.166 41.9922
3517.321289 74.095 -172.0898
3542.809326 73.051 -19.2617
3568.481934 74.037 131.5312
3594.340576 75.226 -103.3398
3620.386719 74.648 -49.6875
3646.621582 72.236 -109.8672
3673.046387 70.965 105.9844
3699.662842 72.767 -35.3867
3726.472168 74.510 -56.2930
3753.475586 75.389 46.5078
3780.675049 75.433 -158.2539
3808.071289 75.461 11.2188
3835.666016 75.012 173.5508
3863.460938 73.315 -31.4141
3891.457275 71.785 78.5586
3919.656250 70.838 129.0312
3948.059814 71.059 -139.9102
3976.668945 73.123 -5.0625
4005.485596 74.722 67.1406
4034.510986 73.904 -8.4688
4063.746582 72.203 -143.8594
4093.194336 70.772 141.6875
4122.855469 70.793 107.5664
4152.730957 71.283 32.6172
4182.823730 71.834 -78.8594
4213.133789 72.016 163.7344
4243.664062 71.520 46.4531
4274.415527 72.891 5.0469
4305.389648 74.261 9.2227
4336.588379 74.589 6.4219
4368.013184 74.020 62.9297
4399.665527 72.954 178.3125
4431.547363 72.240 -59.2852
4463.660156 70.979 44.0273
4496.005371 71.039 117.0273
4528.585449 72.274 91.6953
4561.401367 72.982 -55.1094
4594.455078 72.988 140.5625
4627.748535 71.627 23.7148
4661.283203 71.590 -87.4844
4695.060547 71.290 -162.0859
4729.083008 69.871 147.7656
4763.352051 69.606 107.4961
4797.869141 69.186 73.6953
4832.636719 68.173 89.8047
4867.655762 66.988 80.6250
4902.928711 66.444 -94.8789
4938.457520 67.716 -7.0000
4974.243652 70.354 171.8633
5010.289062 73.320 146.9922
5046.595703 74.222 -144.5117
5083.165527 73.948 -52.8594
5120.000000 73.278 -10.6172
5157.101562 71.792 -89.6719
5194.472168 72.173 157.8203
5232.113281 74.877 156.1992
5270.027344 76.654 -142.3828
5308.216309 77.417 -103.6328
5346.681641 76.940 -152.8203
5385.426270 76.183 90.7031
5424.451172 75.145 -36.0547
5463.758789 73.060 -167.6953
5503.351562 71.091 27.6016
5543.230957 70.520 121.7344
5583.399414 71.421 124.0625
5623.859375 73.486 83.3984
5664.611816 75.500 98.7188
5705.660156 76.210 -106.7656
5747.005859 75.859 168.3047
5788.650879 74.611 -177.9297
5830.597656 73.470 -166.6250
5872.848633 73.085 145.1641
5915.405762 73.132 126.8906
5958.271484 73.978 141.8047
6001.447266 74.960 82.3828
6044.936523 75.401 -99.0781
6088.740234 74.586 -21.7109
6132.861816 75.457 70.0547
6177.303223 77.265 -75.6875
6222.066406 77.214 -163.2969
6267.154297 75.679 67.7266
6312.568359 75.413 -66.0469
6358.312012 76.622 -135.4531
6404.386719 77.931 -136.3047
6450.795898 77.400 -117.1641
6497.541016 75.688 -113.9219
6544.625000 74.617 -166.2812
6592.049805 74.859 85.0234
6639.818359 75.751 -59.5781
6687.933594 75.619 168.0312
6736.396973 73.613 66.2188
6785.211426 73.627 33.9609
6834.379883 74.736 44.5938
6883.904785 74.600 34.6641
6933.788574 73.219 -74.7734
6984.033691 73.306 32.8984
7034.642578 75.593 125.0156
7085.618652 76.182 -30.2812
7136.963867 74.501 -98.1172
7188.681152 72.504 129.6250
7240.773438 72.133 160.1250
7293.243164 73.191 98.4531
7346.092773 73.511 100.5938
7399.325684 73.794 -172.5938
7452.944336 74.535 -7.0156
7506.951172 75.903 -102.7031
7561.350098 76.165 -138.5781
7616.142578 74.674 -178.5859
7671.332031 73.038 51.7578
7726.921875 73.836 161.5703
7782.914551 74.958 -102.5625
7839.312500 74.874 -54.7734
7896.119629 74.625 -125.4766
7953.337891 74.723 86.7031
8010.971191 74.100 -19.7109
8069.021973 73.936 -48.0312
8127.493164 73.890 14.5312
8186.388672 73.950 115.7969
8245.710938 74.901 173.7500
8305.461914 74.973 -173.9375
8365.647461 73.619 78.3203
8426.267578 72.901 -95.6953
8487.328125 72.305 169.8281
8548.831055 71.631 100.6953
8610.779297 72.310 119.4609
8673.176758 73.659 -77.7734
8736.026367 73.490 141.1094
8799.331055 71.833 -83.7422
8863.094727 70.446 -97.5938
8927.320312 69.765 -172.4844
8992.010742 70.240 102.2031
9057.170898 71.633 -16.0156
9122.802734 73.260 -129.1641
9188.910156 73.824 158.7812
9255.497070 73.135 130.4375
9322.566406 72.872 123.7656
9390.121094 73.787 112.5078
9458.166016 73.734 84.7500
9526.704102 72.359 45.1016
9595.738281 71.966 49.9531
9665.273438 72.026 49.7969
9735.311523 72.912 9.1250
9805.857422 73.851 -55.7812
9876.915039 73.140 -136.9531
9948.487305 71.539 83.8516
10020.578125 71.090 -110.0859
10093.191406 71.725 21.2109
10166.331055 72.132 77.6953
10240.000000 71.146 40.5469
10314.203125 69.859 12.7344
10388.944336 70.156 136.2344
10464.226562 71.255 68.0938
10540.054688 71.740 35.0312
10616.432617 71.558 -49.8047
10693.363281 70.927 151.1328
10770.852539 69.490 -95.0469
10848.902344 69.433 3.3281
10927.517578 70.333 -154.3750
11006.703125 70.482 163.3672
11086.461914 69.308 156.5000
11166.798828 68.516 83.8750
11247.718750 68.361 -3.7500
11329.223633 68.430 -168.0000
11411.320312 67.997 -18.3750
11494.011719 67.263 149.5781
11577.301758 67.822 -138.3438
11661.195312 68.667 -77.0469
11745.697266 69.231 56.4062
11830.811523 69.579 -92.2969
11916.542969 68.686 171.6250
12002.894531 67.581 -26.1094
12089.873047 67.554 73.2500
12177.480469 67.750 -64.3438
12265.723633 67.626 -101.2656
12354.606445 68.126 -174.2188
12444.132812 68.666 45.7969
12534.308594 68.680 -135.3125
12625.136719 68.664 101.2500
12716.624023 68.630 39.5312
12808.773438 68.747 -38.7344
12901.591797 68.522 172.1250
12995.082031 68.212 -94.4844
13089.250000 67.987 -75.4531
13184.099609 67.367 -116.2344
13279.636719 67.546 -90.0781
13375.867188 68.253 100.1250
13472.793945 69.437 -2.2969
13570.422852 70.373 -127.1875
13668.759766 70.049 39.1250
13767.809570 68.828 -158.1562
13867.577148 67.492 -80.8125
13968.067383 67.085 -115.0156
