* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -38,1 dBFS, measurement signal peak level -25,6 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:18:52
* REW Settings:
359.187866 70.227 -175.1289
361.790680 71.566 164.9160
364.412354 72.750 140.9834
367.053040 73.118 112.3066
369.712860 72.444 83.2368
372.391968 70.703 59.9282
375.090454 67.933 50.5757
377.808533 65.108 57.4897
380.546265 64.893 68.7651
383.303864 66.752 70.4033
386.081451 68.263 60.0684
388.879150 68.994 45.5483
391.697144 69.426 32.3774
394.535522 69.881 19.6533
397.394501 70.184 5.8457
400.274170 70.218 -8.3242
403.174744 69.903 -21.5225
406.096313 69.467 -30.7778
409.039062 69.670 -39.0220
412.003113 70.017 -52.0615
414.988647 69.776 -66.4292
417.995850 69.500 -76.9053
421.024811 70.193 -87.3838
424.075714 71.207 -107.0278
427.148743 71.370 -137.3022
430.244049 70.421 -173.5605
433.361786 68.720 145.1616
436.502106 67.443 95.0801
439.665161 68.332 35.1934
442.851166 70.720 -30.0098
446.060242 72.655 -98.6875
449.292572 73.184 -173.9521
452.548340 72.025 103.4536
455.827698 69.448 20.8477
459.130798 66.996 -47.7773
462.457855 67.711 -101.0811
465.809021 69.973 -158.7886
469.184448 71.316 126.7510
472.584381 71.328 39.6162
476.008911 69.951 -46.3164
479.458252 67.065 -109.2202
482.932617 62.941 -130.0498
486.432159 60.721 -120.2236
489.957031 63.053 -121.9370
493.507477 65.312 -152.5000
497.083618 66.061 159.8364
500.685699 65.590 104.3462
504.313873 64.878 39.4043
507.968323 64.621 -36.5029
511.649292 64.659 -113.4834
515.356934 64.611 177.5264
519.091370 64.033 119.8662
522.852966 63.503 73.5508
526.641724 63.501 31.4556
530.458008 63.295 -4.3525
534.301941 64.064 -24.8311
538.173706 67.106 -35.6650
542.073547 70.180 -55.7568
546.001648 72.008 -88.6431
549.958191 72.700 -124.7744
553.943420 72.859 -161.7539
557.957520 72.673 149.7129
562.000671 71.659 78.3203
566.073181 70.598 -11.7979
570.175171 71.193 -98.8169
574.306885 72.293 -169.2393
578.468567 72.402 124.6753
582.660400 70.790 44.4922
586.882568 67.537 -48.7656
591.135376 65.568 -126.8018
595.419006 67.046 -174.4634
599.733643 68.422 153.2837
604.079590 68.880 128.2129
608.456970 69.155 106.8208
612.866089 69.598 82.7598
617.307190 69.748 47.5947
621.780457 68.886 0.8955
626.286133 67.710 -51.9141
630.824463 67.659 -104.7358
635.395691 68.746 -152.3291
640.000000 69.966 169.9502
644.637695 71.262 142.4141
649.309021 73.059 120.6646
654.014160 74.687 93.2280
658.753418 74.966 57.7046
663.527039 73.728 23.4536
668.335205 71.624 -6.8345
673.178284 69.288 -39.3457
678.056396 66.497 -76.3711
682.969849 64.132 -123.7871
687.918945 64.130 -177.3398
692.903870 66.453 140.3184
697.924927 68.997 106.0107
702.982422 70.652 72.9346
708.076477 71.265 41.1846
713.207520 70.745 14.1426
718.375732 69.588 -4.0781
723.581360 68.992 -19.1162
728.824707 68.869 -38.3496
734.106079 68.760 -64.0566
739.425720 68.755 -104.7842
744.783936 68.102 -170.9102
750.180908 67.460 108.1670
755.617065 69.062 30.7373
761.092529 71.172 -32.6592
766.607727 72.487 -82.3301
772.162903 73.352 -122.1172
777.758301 73.998 -158.5664
783.394287 73.954 166.1338
789.071045 73.323 134.7764
794.789001 72.383 107.3242
800.548340 71.045 84.2480
806.349487 69.398 68.0283
812.192627 67.954 56.8398
818.078125 66.829 51.2402
824.006226 66.251 44.5254
829.977295 65.028 44.5537
835.991699 64.423 51.6777
842.049622 64.371 48.8027
848.151428 63.775 48.2627
854.297485 64.815 58.9561
860.488098 68.010 67.4092
866.723572 70.576 60.0508
873.004211 71.571 43.9287
879.330322 72.467 35.7734
885.702332 74.301 28.4404
892.120483 75.430 11.1250
898.585144 75.738 -7.7754
905.096680 75.890 -25.9551
911.655396 75.484 -45.0898
918.261597 74.010 -57.8477
924.915710 72.526 -58.3760
931.618042 73.154 -54.7412
938.368896 74.572 -63.1504
945.168762 75.026 -82.3242
952.017822 74.895 -105.6826
958.916504 74.121 -137.8926
965.865234 72.637 171.2568
972.864319 71.422 93.1582
979.914062 71.947 4.5469
987.014954 72.987 -63.1611
994.167236 73.733 -108.5029
1001.371399 73.126 -147.9570
1008.627747 70.487 176.1602
1015.936646 67.264 111.2686
1023.298584 65.407 -20.4766
1030.713867 65.852 171.8848
1038.182739 68.169 19.6436
1045.705933 69.558 -87.0371
1053.283447 68.749 -172.4834
1060.916016 66.213 80.9668
1068.603882 64.453 -22.4844
1076.347412 66.401 -71.5137
1084.147095 69.883 -84.3379
1092.003296 72.704 -97.3418
1099.916382 74.454 -117.6758
1107.886841 75.227 -140.8848
1115.915039 75.087 -163.8584
1124.001343 74.182 175.7109
1132.146362 72.296 166.1133
1140.350342 70.824 175.7168
1148.613770 72.089 -176.4805
1156.937134 73.375 172.3887
1165.320801 73.657 156.5557
1173.765137 73.742 149.1465
1182.270752 74.205 140.8281
1190.838013 73.976 123.5381
1199.467285 72.912 109.4766
1208.159180 71.647 107.6846
1216.913940 71.749 103.9092
1225.732178 71.639 89.8711
1234.614380 70.609 83.4844
1243.560913 70.825 84.6113
1252.572266 71.300 72.4844
1261.648926 70.074 59.0010
1270.791382 68.346 56.7266
1280.000000 68.283 58.1270
1289.275391 69.832 53.4580
1298.618042 70.235 35.9004
1308.028320 68.955 23.0488
1317.506836 68.560 -5.8770
1327.054077 68.903 -93.0039
1336.670410 69.688 141.4365
1346.356567 70.280 44.3262
1356.112793 70.027 -13.0547
1365.939697 68.659 -63.6924
1375.837891 66.041 -126.5928
1385.807739 64.454 151.5215
1395.849854 64.909 81.3027
1405.964844 67.057 51.6162
1416.152954 70.043 37.6562
1426.415039 72.006 17.9443
1436.751465 73.748 -0.4229
1447.162720 75.247 -23.8379
1457.649414 75.661 -54.9766
1468.212158 74.897 -85.8535
1478.851440 72.489 -101.9023
1489.567871 69.890 -95.8604
1500.361816 70.472 -88.5879
1511.234131 73.072 -93.0840
1522.185059 74.800 -115.7783
1533.215454 74.297 -147.1074
1544.325806 72.665 -169.8604
1555.516602 71.010 166.2188
1566.788574 68.088 133.6777
1578.142090 65.783 41.4453
1589.578003 68.487 -169.0508
1601.096680 71.898 -38.7246
1612.698975 72.558 166.1924
1624.385254 71.245 35.9629
1636.156250 71.220 -106.3018
1648.012451 72.325 136.2891
1659.954590 71.892 42.3311
1671.983398 69.819 -46.1514
1684.099243 69.046 -122.5801
1696.302856 70.417 165.9785
1708.594971 70.125 85.2100
1720.976196 67.966 -21.4082
1733.447144 65.306 -161.8516
1746.008423 63.407 85.0537
1758.660645 64.060 10.5986
1771.404663 66.664 -102.8613
1784.240967 69.536 93.4160
1797.170288 71.453 -42.1406
1810.193359 71.493 -119.4131
1823.310791 71.086 -154.9502
1836.523193 71.958 173.7344
1849.831421 72.187 115.1963
1863.236084 72.468 16.5537
1876.737793 74.588 -107.9551
1890.337524 75.746 151.8262
1904.035645 74.187 94.2197
1917.833008 70.768 72.7480
1931.730469 68.377 63.2783
1945.728638 69.931 32.9785
1959.828125 72.697 -42.7871
1974.029907 73.915 -144.5381
1988.334473 73.575 120.4043
2002.742798 73.169 13.4238
2017.255493 74.722 -120.5869
2031.873291 76.088 129.9551
2046.597168 75.739 63.2695
2061.427734 73.778 2.6787
2076.365479 71.636 -94.6123
2091.411865 72.029 150.5498
2106.566895 73.084 74.0039
2121.832031 72.961 42.2842
2137.207764 72.754 31.1523
2152.694824 72.296 28.4336
2168.294189 72.857 29.6230
2184.006592 73.407 25.1895
2199.832764 75.242 23.6543
2215.773682 77.257 2.5996
2231.830078 77.740 -36.2559
2248.002686 76.031 -68.0059
2264.292725 72.874 -84.5205
2280.700684 71.199 -147.5283
2297.227539 70.117 62.3574
2313.874268 69.158 -125.5078
2330.641602 68.858 41.0039
2347.530273 68.087 168.9395
2364.541504 68.213 -69.1504
2381.676025 70.415 109.2148
2398.934570 72.723 -21.9238
2416.318359 73.475 -163.6758
2433.827881 73.373 53.2656
2451.464355 72.783 -62.4922
2469.228760 71.898 -173.8516
2487.121826 72.461 66.6504
2505.144531 72.552 -41.0312
2523.297852 71.049 -140.3789
2541.582764 70.313 86.4980
2560.000000 72.237 -100.1211
2578.550781 74.204 96.2891
2597.236084 75.151 11.3984
2616.056641 75.964 -25.6289
2635.013672 78.386 -49.8867
2654.108154 80.830 -90.4746
2673.340820 80.640 -152.1289
2692.713135 78.320 148.1406
2712.225586 75.910 96.1016
2731.879395 75.011 45.1621
2751.675781 75.050 -57.8418
2771.615479 73.204 109.3711
2791.699707 70.460 -122.0508
2811.929688 71.074 62.6758
2832.305908 72.696 -54.8828
2852.830078 73.419 175.0996
2873.502930 73.869 33.7480
2894.325439 73.453 -96.4805
2915.298828 73.585 94.8867
2936.424316 73.692 -129.9375
2957.702881 71.971 -13.1445
2979.135742 71.768 152.9824
3000.723633 73.241 11.2266
3022.468262 72.872 -129.6582
3044.370117 71.372 48.1074
3066.430908 69.653 -169.9180
3088.651611 68.636 -30.6582
3111.033203 69.603 105.2656
3133.577148 71.292 -105.8809
3156.284180 73.435 70.9688
3179.156006 74.043 -69.8672
3202.193359 72.597 145.8711
3225.397949 70.599 -41.4219
3248.770508 72.179 148.0391
3272.312500 75.415 53.3906
3296.024902 77.551 4.2988
3319.909180 78.740 -30.5703
3343.966797 79.328 -64.5469
3368.198486 78.968 -113.1445
3392.605713 77.101 158.3887
3417.189941 74.558 24.6016
3441.952393 73.025 -106.1816
3466.894287 71.324 111.1836
3492.016846 70.716 -89.0586
3517.321289 72.671 68.5234
3542.809326 73.870 -71.7344
3568.481934 73.615 167.0098
3594.340576 73.061 -9.5547
3620.386719 72.177 138.3281
3646.621582 72.085 -82.7578
3673.046387 71.978 64.3809
3699.662842 70.951 159.0703
3726.472168 71.917 -177.0645
3753.475586 75.826 -128.1719
3780.675049 77.732 4.9941
3808.071289 76.096 -127.0312
3835.666016 72.428 112.3164
3863.460938 70.854 -50.3691
3891.457275 72.469 163.2871
3919.656250 73.288 24.1387
3948.059814 72.881 -145.4902
3976.668945 73.865 58.0801
4005.485596 74.608 -27.6777
4034.510986 74.009 -74.5234
4063.746582 72.709 -160.3672
4093.194336 70.981 -2.0508
4122.855469 70.325 53.5801
4152.730957 72.162 114.0879
4182.823730 73.794 -105.1543
4213.133789 74.487 70.1230
4243.664062 75.149 -103.3770
4274.415527 74.196 80.6680
4305.389648 73.081 -48.8047
4336.588379 74.529 -133.6406
4368.013184 75.154 10.9531
4399.665527 73.154 -25.3984
4431.547363 70.824 -46.2090
4463.660156 69.389 31.5918
4496.005371 69.922 163.6328
4528.585449 72.557 -9.0449
4561.401367 73.590 -126.0625
4594.455078 72.000 72.8652
4627.748535 71.073 153.8359
4661.283203 72.175 -157.4785
4695.060547 71.199 -139.7148
4729.083008 68.210 -179.0234
4763.352051 67.128 158.5195
4797.869141 68.086 -142.2422
4832.636719 69.293 -36.2305
4867.655762 69.083 63.1172
4902.928711 69.352 87.6562
4938.457520 69.946 134.6328
4974.243652 69.127 -54.0312
5010.289062 67.925 113.4141
5046.595703 67.847 149.2031
5083.165527 68.970 161.5781
5120.000000 71.673 -94.8438
5157.101562 73.311 83.1719
5194.472168 73.099 -39.1172
5232.113281 72.796 -175.5469
5270.027344 73.537 1.6406
5308.216309 73.421 147.5547
5346.681641 72.361 -125.1406
5385.426270 73.011 -72.6562
5424.451172 74.529 -59.0469
5463.758789 74.976 -55.5820
5503.351562 72.922 -18.9727
5543.230957 71.363 44.4023
5583.399414 70.908 149.5703
5623.859375 70.839 -89.3672
5664.611816 71.817 51.3242
5705.660156 72.215 -101.2031
5747.005859 71.912 110.2031
5788.650879 72.290 -167.0078
5830.597656 73.320 177.3945
5872.848633 73.817 179.5820
5915.405762 74.844 -122.3008
5958.271484 76.128 -30.6328
6001.447266 75.926 79.3672
6044.936523 74.331 156.1406
6088.740234 73.320 -178.2578
6132.861816 74.011 -60.2656
6177.303223 75.158 -159.4414
6222.066406 75.437 157.0859
6267.154297 75.814 92.2422
6312.568359 74.772 -74.8828
6358.312012 72.158 29.8203
6404.386719 71.573 -156.8125
6450.795898 72.407 113.4609
6497.541016 72.543 -12.4961
6544.625000 72.271 56.3711
6592.049805 73.439 -9.8281
6639.818359 75.436 -21.1055
6687.933594 76.649 146.9336
6736.396973 76.985 36.9766
6785.211426 76.402 -121.2773
6834.379883 76.131 19.9609
6883.904785 76.288 176.4922
6933.788574 75.685 -12.6055
6984.033691 74.275 84.9219
7034.642578 74.067 -152.3945
7085.618652 75.597 106.8594
7136.963867 76.737 68.0508
7188.681152 77.010 24.9766
7240.773438 76.554 -90.0156
7293.243164 75.450 -17.7812
7346.092773 74.940 -54.7383
7399.325684 75.082 -76.5039
7452.944336 74.971 -93.9219
7506.951172 75.287 -134.6992
7561.350098 76.420 -116.5820
7616.142578 76.770 -1.9102
7671.332031 76.003 121.8828
7726.921875 75.279 -109.7930
7782.914551 74.949 82.2344
7839.312500 74.976 -58.9062
7896.119629 74.087 78.3164
7953.337891 74.150 128.1328
8010.971191 75.108 148.2305
8069.021973 74.962 -164.1016
8127.493164 74.096 -58.2266
8186.388672 73.683 60.1406
8245.710938 72.868 165.9141
8305.461914 71.149 -172.7734
8365.647461 70.476 70.0859
8426.267578 71.579 -117.3867
8487.328125 72.263 124.8281
8548.831055 71.965 165.8359
8610.779297 71.580 -18.5469
8673.176758 71.195 156.6094
8736.026367 70.296 -141.4922
8799.331055 69.267 51.5430
8863.094727 69.425 -21.1328
8927.320312 70.097 156.4766
8992.010742 71.097 82.7109
9057.170898 72.295 -91.6797
9122.802734 73.114 -40.9102
9188.910156 73.004 73.4102
9255.497070 72.938 35.7188
9322.566406 73.518 -128.3281
9390.121094 73.430 144.5859
9458.166016 72.289 153.4258
9526.704102 72.545 157.6445
9595.738281 73.146 113.0391
9665.273438 72.566 18.2930
9735.311523 72.108 -52.1641
9805.857422 72.471 29.9531
9876.915039 72.546 159.9766
9948.487305 71.468 -123.3438
10020.578125 70.602 -41.7109
10093.191406 70.616 53.4766
10166.331055 70.007 175.8633
10240.000000 68.747 17.8867
10314.203125 68.742 -102.4883
10388.944336 69.985 57.0508
10464.226562 71.262 120.2539
10540.054688 70.889 142.6758
10616.432617 69.094 -174.9375
10693.363281 68.500 -43.3672
10770.852539 68.210 132.8359
10848.902344 67.694 -40.5078
10927.517578 67.667 144.3125
11006.703125 67.969 -20.4062
11086.461914 68.979 -164.1094
11166.798828 69.437 -37.0234
11247.718750 70.084 -16.1016
11329.223633 70.542 -86.0391
11411.320312 69.931 49.0312
11494.011719 69.541 -177.3281
11577.301758 69.844 81.9297
11661.195312 70.266 58.6797
11745.697266 68.896 73.4531
11830.811523 66.490 62.1328
11916.542969 65.793 40.7969
12002.894531 67.337 31.7266
12089.873047 68.520 96.1094
12177.480469 69.059 -95.3047
12265.723633 69.359 70.2344
12354.606445 68.956 137.3594
12444.132812 68.237 -163.6953
12534.308594 66.596 -132.6406
12625.136719 65.774 159.4844
12716.624023 67.247 72.7422
12808.773438 68.882 38.3047
12901.591797 69.775 40.1484
12995.082031 70.280 120.4766
13089.250000 70.297 -95.2578
13184.099609 70.399 36.8594
13279.636719 70.316 42.0625
13375.867188 69.611 -165.2031
13472.793945 69.083 -155.0703
13570.422852 67.939 -149.4453
13668.759766 67.697 14.3203
13767.809570 67.933 53.6328
13867.577148 68.229 168.0156
13968.067383 67.351 -129.5391
14069.285156 65.322 169.4062
