* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -38,0 dBFS, measurement signal peak level -27,0 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:18:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 0,7512 ms (258 mm, 10,14 in) using estimated IR delay relative to Acoustic reference on  R with no timing offset
* Measurement: Sep 133
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.145 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6222.066406 73.855 51.7031
6267.154297 72.680 152.0625
6312.568359 72.995 150.0898
6358.312012 75.326 -170.2344
6404.386719 76.047 15.8711
6450.795898 74.902 -99.8867
6497.541016 73.428 63.1445
6544.625000 72.758 74.4141
6592.049805 73.148 78.4375
6639.818359 72.870 150.7344
6687.933594 71.024 169.0625
6736.396973 70.620 -177.1992
6785.211426 71.140 -52.8828
6834.379883 70.652 77.0703
6883.904785 69.741 108.9688
6933.788574 70.220 87.4961
6984.033691 73.047 82.2031
7034.642578 75.708 165.2578
7085.618652 76.545 -42.0156
7136.963867 75.343 -143.8906
7188.681152 75.389 -173.7656
7240.773438 76.305 160.4453
7293.243164 76.205 134.6641
7346.092773 76.632 104.7070
7399.325684 77.054 44.6289
7452.944336 76.273 -64.8516
7506.951172 75.730 140.7305
7561.350098 76.071 -86.7695
7616.142578 76.224 -57.9453
7671.332031 76.998 -35.5586
7726.921875 77.030 88.8398
7782.914551 75.653 -99.8516
7839.312500 74.002 -40.1172
7896.119629 73.253 -96.3750
7953.337891 73.544 -170.8281
8010.971191 74.209 124.9297
8069.021973 75.280 164.2383
8127.493164 77.138 7.9766
8186.388672 78.638 -62.2188
8245.710938 78.818 -115.8711
8305.461914 78.289 166.8047
8365.647461 77.025 -14.6133
8426.267578 74.944 17.1133
8487.328125 71.917 -16.9531
8548.831055 69.909 -111.5664
8610.779297 71.080 156.6836
8673.176758 72.873 -156.1328
8736.026367 72.994 -55.0352
8799.331055 72.760 24.4180
8863.094727 73.402 163.3789
8927.320312 74.356 17.5117
8992.010742 74.611 -113.2734
9057.170898 74.842 104.9297
9122.802734 75.387 -48.7461
9188.910156 75.866 121.4688
9255.497070 75.267 -142.4844
9322.566406 73.620 -75.4062
9390.121094 72.955 46.3477
9458.166016 72.671 -141.5508
9526.704102 71.983 -24.7656
9595.738281 71.183 -69.2305
9665.273438 71.676 168.4141
9735.311523 72.241 66.5273
9805.857422 72.736 24.7500
9876.915039 72.970 135.0234
9948.487305 72.918 -130.6719
10020.578125 72.860 125.0977
10093.191406 73.927 -59.6016
10166.331055 73.222 -147.2930
10240.000000 71.236 -153.2422
10314.203125 70.263 -130.7812
10388.944336 69.680 -35.4844
10464.226562 68.968 24.1016
10540.054688 69.183 12.2891
10616.432617 69.425 66.3203
10693.363281 69.870 -154.2031
10770.852539 70.193 8.4453
10848.902344 69.405 179.0742
10927.517578 67.655 -7.2812
11006.703125 66.188 -165.5508
11086.461914 66.649 -18.2500
11166.798828 68.873 40.2305
11247.718750 70.209 76.4336
11329.223633 70.073 145.9492
11411.320312 69.431 156.5898
11494.011719 68.947 15.0898
11577.301758 68.145 158.3672
11661.195312 67.303 -45.8008
11745.697266 67.594 105.9453
11830.811523 69.200 -44.4062
11916.542969 69.902 -73.2695
12002.894531 69.015 -29.3320
12089.873047 68.487 -16.5938
12177.480469 69.327 14.2344
12265.723633 69.719 162.0703
12354.606445 69.382 19.5391
12444.132812 69.061 163.5469
12534.308594 69.353 -115.5117
12625.136719 69.394 49.3359
12716.624023 68.467 -89.6289
12808.773438 67.159 1.4844
12901.591797 65.708 -101.4023
12995.082031 66.067 107.7578
13089.250000 68.823 -23.2344
13184.099609 70.176 -97.3750
13279.636719 69.822 -59.4297
13375.867188 69.137 -18.9688
13472.793945 69.028 -78.4219
13570.422852 68.813 -172.5547
13668.759766 68.033 140.5703
13767.809570 67.345 -152.2031
13867.577148 67.502 -50.6641
13968.067383 67.506 -69.0469
14069.285156 65.813 132.1641
14171.237305 64.152 3.1719
14273.927734 64.085 1.0312
14377.362305 64.857 85.9531
14481.546875 65.150 -179.4062
14586.486328 64.832 -152.7812
14692.185547 65.143 48.0156
14798.651367 66.679 148.3906
14905.888672 67.528 -78.5781
15013.902344 68.128 62.3516
15122.700195 69.668 116.0938
15232.285156 69.631 152.3516
15342.664062 68.399 -102.3047
15453.843750 67.959 92.6016
15565.829102 66.678 -81.8828
15678.625000 65.346 108.0312
15792.239258 65.050 75.1406
15906.675781 65.649 141.8125
16021.942383 65.420 -59.6562
16138.043945 63.806 -163.6250
16254.986328 62.488 80.1172
16372.777344 62.127 -121.1484
16491.421875 61.644 -8.7109
16610.923828 60.920 -4.2188
16731.294922 61.468 -153.1250
16852.535156 63.434 45.2656
16974.656250 65.833 4.2656
17097.662109 66.585 51.2188
17221.558594 65.391 13.8125
17346.353516 63.761 164.2578
17472.052734 63.478 -155.7969
17598.662109 65.794 -43.6641
17726.189453 68.183 166.2891
17854.640625 69.157 61.3125
17984.021484 69.861 -123.3047
18114.341797 71.161 64.3516
18245.605469 72.140 21.6406
18377.820312 73.456 -2.1484
18510.994141 74.164 -102.2188
18645.132812 73.560 101.3203
18780.242188 71.791 -106.7500
18916.332031 70.672 19.4531
19053.408203 69.615 -80.5938
19191.476562 69.130 -56.2188
19330.546875 69.317 9.9844
19470.623047 68.389 73.8203
19611.714844 66.963 109.1250
19753.830078 66.080 97.8672
19896.974609 65.712 131.1172
