* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -37,1 dBFS, measurement signal peak level -26,4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:18:17
* REW Settings:
356.603760 66.443 -83.1650
359.187866 69.103 -91.1650
361.790680 71.985 -107.5884
364.412354 73.736 -136.0439
367.053040 74.404 -168.1826
369.712860 74.401 160.4917
372.391968 73.956 127.6221
375.090454 72.653 90.8525
377.808533 69.932 49.9414
380.546265 65.949 -7.7563
383.303864 63.475 -93.1572
386.081451 65.195 -175.1753
388.879150 66.983 130.3916
391.697144 67.436 95.4692
394.535522 66.788 72.7554
397.394501 65.782 60.1992
400.274170 65.511 51.7456
403.174744 65.934 39.6206
406.096313 66.100 22.4077
409.039062 65.607 3.8696
412.003113 64.509 -11.4380
414.988647 63.593 -17.5962
417.995850 64.807 -19.5894
421.024811 67.100 -33.3096
424.075714 68.723 -61.9497
427.148743 69.506 -98.2578
430.244049 69.780 -137.0615
433.361786 69.803 -177.1592
436.502106 69.543 142.5317
439.665161 69.065 105.8677
442.851166 69.261 75.2124
446.060242 70.657 43.9521
449.292572 71.966 4.4180
452.548340 72.470 -41.3521
455.827698 72.291 -89.0151
459.130798 72.044 -137.1719
462.457855 72.465 168.5063
465.809021 72.862 103.6406
469.184448 72.386 34.8184
472.584381 70.880 -27.1055
476.008911 68.753 -75.8149
479.458252 67.169 -115.2144
482.932617 66.642 -156.7314
486.432159 65.766 159.3716
489.957031 64.266 120.9756
493.507477 62.937 89.5542
497.083618 62.337 71.7964
500.685699 63.322 65.8354
504.313873 65.024 53.4561
507.968323 67.402 36.7319
511.649292 70.175 15.9233
515.356934 72.266 -13.7188
519.091370 73.257 -49.3828
522.852966 73.132 -85.2588
526.641724 71.972 -116.0454
530.458008 70.170 -138.2236
534.301941 68.911 -156.2046
538.173706 68.635 177.4570
542.073547 67.698 137.6138
546.001648 65.157 91.4087
549.958191 61.536 47.7964
553.943420 60.096 12.4180
557.957520 62.794 -30.4229
562.000671 65.333 -85.2510
566.073181 66.024 -144.8901
570.175171 64.680 150.8745
574.306885 64.311 70.6758
578.468567 67.297 -23.5210
582.660400 69.714 -99.4712
586.882568 71.082 -144.1172
591.135376 72.975 -168.5728
595.419006 75.341 167.5400
599.733643 76.779 132.2949
604.079590 76.520 89.6523
608.456970 74.422 56.6094
612.866089 70.775 56.8145
617.307190 68.086 85.8989
621.780457 69.073 96.5518
626.286133 70.589 83.3799
630.824463 72.453 66.0273
635.395691 74.009 39.2690
640.000000 74.143 3.2412
644.637695 73.008 -32.9985
649.309021 71.496 -72.6089
654.014160 69.792 -124.3994
658.753418 67.748 174.4409
663.527039 66.456 113.4819
668.335205 66.377 60.8892
673.178284 66.087 23.2935
678.056396 65.872 7.4585
682.969849 67.243 -3.2651
687.918945 68.390 -27.6118
692.903870 68.415 -60.9038
697.924927 67.385 -102.2759
702.982422 65.591 -162.6880
708.076477 65.401 104.8486
713.207520 67.493 -3.4990
718.375732 68.845 -95.5713
723.581360 69.250 -172.1328
728.824707 69.304 111.4756
734.106079 69.250 36.4678
739.425720 69.200 -29.1191
744.783936 68.847 -86.4224
750.180908 68.198 -149.6719
755.617065 67.017 121.7598
761.092529 65.471 23.1152
766.607727 66.075 -48.6953
772.162903 67.973 -96.7549
777.758301 68.889 -137.4336
783.394287 68.690 -170.2637
789.071045 68.523 162.2305
794.789001 68.124 125.7520
800.548340 66.256 87.6650
806.349487 64.430 57.1055
812.192627 66.310 26.8037
818.078125 69.843 -14.5029
824.006226 71.732 -71.0918
829.977295 71.211 -122.6191
835.991699 69.539 -146.3018
842.049622 70.319 -154.1475
848.151428 72.763 -171.7822
854.297485 74.301 156.4854
860.488098 74.508 118.8682
866.723572 73.506 83.6660
873.004211 70.985 65.7773
879.330322 67.753 66.3408
885.702332 65.542 63.9883
892.120483 64.425 71.4277
898.585144 66.947 93.6426
905.096680 70.462 97.5439
911.655396 72.315 71.8887
918.261597 72.577 41.1387
924.915710 72.353 21.9326
931.618042 72.944 6.0742
938.368896 72.966 -17.0996
945.168762 71.952 -29.0811
952.017822 72.442 -35.6045
958.916504 73.286 -60.9570
965.865234 72.595 -98.6582
972.864319 70.568 -146.5723
979.914062 67.637 130.2109
987.014954 64.792 -10.5156
994.167236 65.230 175.9219
1001.371399 68.439 20.4453
1008.627747 70.463 -85.6387
1015.936646 70.419 -156.2432
1023.298584 69.052 143.1113
1030.713867 67.519 75.5430
1038.182739 67.394 4.9707
1045.705933 69.191 -52.9639
1053.283447 70.454 -102.1582
1060.916016 69.980 -138.0986
1068.603882 69.857 -157.3672
1076.347412 71.077 -177.8691
1084.147095 71.872 151.5361
1092.003296 71.278 118.5225
1099.916382 69.138 104.7695
1107.886841 67.738 111.3379
1115.915039 67.802 93.0879
1124.001343 66.604 30.5791
1132.146362 65.808 -78.1484
1140.350342 67.381 171.2383
1148.613770 69.106 108.8809
1156.937134 70.798 81.2627
1165.320801 72.910 62.6592
1173.765137 74.776 38.2246
1182.270752 74.712 8.2598
1190.838013 73.194 -9.9131
1199.467285 72.155 -22.9062
1208.159180 72.086 -32.2881
1216.913940 73.534 -43.3369
1225.732178 74.851 -66.4570
1234.614380 74.939 -95.9727
1243.560913 73.988 -123.1670
1252.572266 72.304 -142.9355
1261.648926 70.771 -146.1143
1270.791382 72.084 -143.3564
1280.000000 73.699 -161.5000
1289.275391 73.560 167.9033
1298.618042 72.352 142.7441
1308.028320 70.738 128.1377
1317.506836 70.142 132.4863
1327.054077 73.667 141.9150
1336.670410 77.416 130.7998
1346.356567 78.813 91.9033
1356.112793 78.208 49.8770
1365.939697 76.833 16.4990
1375.837891 75.109 -9.0801
1385.807739 73.251 -24.9541
1395.849854 72.404 -37.4297
1405.964844 72.342 -51.4238
1416.152954 73.132 -65.7158
1426.415039 74.511 -88.7070
1436.751465 74.677 -120.9346
1447.162720 73.715 -145.8184
1457.649414 74.149 -168.8184
1468.212158 75.039 139.2061
1478.851440 74.066 41.1592
1489.567871 71.405 -91.3984
1500.361816 68.957 157.5605
1511.234131 67.815 94.9609
1522.185059 68.419 23.9961
1533.215454 69.120 -108.9375
1544.325806 69.907 102.9814
1555.516602 70.407 -6.3633
1566.788574 69.560 -98.9707
1578.142090 67.122 164.5059
1589.578003 64.975 47.8916
1601.096680 64.213 -122.6904
1612.698975 63.172 13.3945
1624.385254 64.413 103.1240
1636.156250 67.757 -167.5410
1648.012451 69.378 1.8740
1659.954590 69.765 -152.2051
1671.983398 70.325 42.6719
1684.099243 70.224 -81.3281
1696.302856 68.862 -147.3867
1708.594971 67.201 177.2412
1720.976196 66.432 152.3262
1733.447144 67.516 98.9121
1746.008423 69.194 8.4844
1758.660645 70.682 -97.2227
1771.404663 70.623 169.1455
1784.240967 70.503 99.0322
1797.170288 70.854 22.4258
1810.193359 70.287 -61.1025
1823.310791 70.808 -136.1045
1836.523193 72.407 152.6162
1849.831421 72.986 73.9141
1863.236084 72.416 -25.6260
1876.737793 70.460 -178.2969
1890.337524 69.761 -31.8115
1904.035645 72.422 117.7949
1917.833008 74.411 -38.7871
1931.730469 75.085 -176.3506
1945.728638 74.265 46.6406
1959.828125 73.536 -64.7891
1974.029907 74.006 -159.2578
1988.334473 73.834 102.5312
2002.742798 72.902 -17.0723
2017.255493 72.136 -174.3555
2031.873291 72.782 26.2852
2046.597168 73.260 -80.1797
2061.427734 73.498 -139.6660
2076.365479 73.209 155.6152
2091.411865 71.395 59.3223
2106.566895 71.787 -74.6230
2121.832031 73.858 168.8281
2137.207764 74.552 96.6387
2152.694824 73.972 51.0234
2168.294189 73.542 14.2734
2184.006592 73.160 -34.2031
2199.832764 71.253 -80.5176
2215.773682 69.570 -127.0410
2231.830078 68.749 152.2949
2248.002686 68.654 74.0645
2264.292725 70.958 23.8301
2280.700684 73.895 -19.7090
2297.227539 75.436 -79.1992
2313.874268 75.078 -172.8809
2330.641602 72.972 47.1172
2347.530273 72.005 -89.9062
2364.541504 72.891 169.4961
2381.676025 72.620 49.2207
2398.934570 71.601 -106.3965
2416.318359 72.303 125.7188
2433.827881 72.913 21.5820
2451.464355 73.732 -87.4883
2469.228760 75.235 171.3711
2487.121826 76.657 88.1992
2505.144531 77.352 -17.2969
2523.297852 76.320 -175.5664
2541.582764 75.093 49.4570
2560.000000 76.253 -21.4395
2578.550781 77.152 -93.8184
2597.236084 76.074 143.7539
2616.056641 75.215 -10.0234
2635.013672 75.709 -117.8750
2654.108154 75.774 -177.9980
2673.340820 74.841 140.1582
2692.713135 74.649 80.1680
2712.225586 75.011 -36.7539
2731.879395 76.386 -169.3613
2751.675781 77.077 92.6660
2771.615479 76.401 32.7773
2791.699707 75.455 -19.9316
2811.929688 74.489 -97.7266
2832.305908 73.731 142.9316
2852.830078 73.622 15.2910
2873.502930 73.523 -84.4805
2894.325439 72.950 -164.2734
2915.298828 72.066 115.7227
2936.424316 71.417 13.3008
2957.702881 71.162 -120.8867
2979.135742 72.003 90.2363
3000.723633 73.043 -44.8477
3022.468262 72.160 177.5508
3044.370117 69.835 -5.3770
3066.430908 68.544 130.2695
3088.651611 69.145 -84.9648
3111.033203 71.321 91.7793
3133.577148 73.190 -119.6270
3156.284180 74.677 -0.6426
3179.156006 74.826 146.8457
3202.193359 73.030 -20.9023
3225.397949 71.783 -164.2871
3248.770508 73.385 82.9258
3272.312500 75.254 6.8438
3296.024902 75.336 -51.4355
3319.909180 74.179 -94.4219
3343.966797 73.925 -132.6875
3368.198486 74.031 171.3086
3392.605713 73.284 83.7031
3417.189941 72.168 -30.9180
3441.952393 72.652 -134.5449
3466.894287 74.550 153.4551
3492.016846 75.398 93.5977
3517.321289 74.039 39.8496
3542.809326 72.594 -26.5488
3568.481934 73.252 -161.0566
3594.340576 74.391 28.2422
3620.386719 74.166 -96.5254
3646.621582 72.740 144.4824
3673.046387 73.288 -56.0742
3699.662842 75.359 52.7578
3726.472168 76.699 -124.9219
3753.475586 76.661 141.8594
3780.675049 75.119 87.8633
3808.071289 74.011 47.0586
3835.666016 74.733 -19.7070
3863.460938 74.515 177.1680
3891.457275 72.057 -114.1719
3919.656250 70.645 -86.6016
3948.059814 72.264 -54.2324
3976.668945 75.017 37.3379
4005.485596 76.681 -120.3477
4034.510986 76.972 144.0664
4063.746582 76.514 61.1758
4093.194336 75.279 -23.6699
4122.855469 74.135 -110.3320
4152.730957 73.875 155.0293
4182.823730 74.119 47.3965
4213.133789 73.406 -96.2793
4243.664062 71.267 56.8340
4274.415527 70.762 165.8184
4305.389648 71.674 -110.0527
4336.588379 72.040 -109.4805
4368.013184 73.107 -173.0703
4399.665527 73.995 155.5625
4431.547363 73.239 -161.2832
4463.660156 72.963 -83.0469
4496.005371 73.678 8.6348
4528.585449 74.659 121.4297
4561.401367 74.505 -132.2070
4594.455078 72.364 -92.3105
4627.748535 69.830 -57.1719
4661.283203 69.622 56.3125
4695.060547 71.341 -117.4609
4729.083008 71.580 49.7773
4763.352051 70.342 128.0234
4797.869141 70.186 -133.4570
4832.636719 69.343 84.8516
4867.655762 68.138 17.3594
4902.928711 69.329 -61.1094
4938.457520 70.735 141.3750
4974.243652 71.674 -35.8594
5010.289062 71.346 -172.4375
5046.595703 70.016 36.1641
5083.165527 69.880 125.1797
5120.000000 69.866 91.1484
5157.101562 69.375 -12.1172
5194.472168 67.952 -155.8555
5232.113281 66.494 -14.2578
5270.027344 66.671 -43.8945
5308.216309 68.651 -99.9180
5346.681641 71.188 -1.4805
5385.426270 73.027 -41.4844
5424.451172 73.050 53.3203
5463.758789 71.892 104.1094
5503.351562 71.292 98.7891
5543.230957 72.492 150.2227
5583.399414 74.156 -73.7539
5623.859375 75.391 67.7500
5664.611816 76.512 -121.7500
5705.660156 76.063 69.3594
5747.005859 74.585 153.7891
5788.650879 74.442 88.7773
5830.597656 75.410 34.0273
5872.848633 75.478 38.5391
5915.405762 76.066 61.5977
5958.271484 76.359 76.7656
6001.447266 75.502 89.6289
6044.936523 75.657 162.1016
6088.740234 75.746 -17.6758
6132.861816 75.636 -176.1445
6177.303223 74.661 -78.1875
6222.066406 74.164 -67.7148
6267.154297 73.939 -37.3125
6312.568359 73.487 -1.1328
6358.312012 73.949 47.1016
6404.386719 73.094 157.0859
6450.795898 72.038 -90.5742
6497.541016 73.056 -14.0859
6544.625000 73.854 80.4023
6592.049805 73.328 152.7422
6639.818359 72.667 -167.4492
6687.933594 72.188 -117.6484
6736.396973 72.465 -18.5234
6785.211426 72.958 166.6016
6834.379883 72.908 38.9922
6883.904785 72.458 -153.8320
6933.788574 71.737 -109.7617
6984.033691 71.963 -86.4023
7034.642578 73.342 8.9648
7085.618652 75.412 -164.4492
7136.963867 76.100 75.3281
7188.681152 74.947 -48.6836
7240.773438 74.793 133.0508
7293.243164 76.099 -70.8047
7346.092773 75.978 121.0469
7399.325684 74.552 -92.0352
7452.944336 73.766 -44.9141
7506.951172 74.746 43.5195
7561.350098 76.444 -123.2656
7616.142578 76.967 63.6992
7671.332031 76.184 -141.5938
7726.921875 76.571 43.6289
7782.914551 76.734 -108.0312
7839.312500 75.218 80.7344
7896.119629 73.960 -157.8477
7953.337891 73.670 -147.6602
8010.971191 73.683 -168.7852
8069.021973 73.458 -130.1836
8127.493164 72.937 -101.2344
8186.388672 72.447 -134.9727
8245.710938 73.475 73.1523
8305.461914 74.827 -74.5664
8365.647461 74.392 -106.3086
8426.267578 75.299 -114.6719
8487.328125 76.930 -94.6719
8548.831055 76.569 -50.0781
8610.779297 74.563 -54.2617
8673.176758 72.691 -96.7344
8736.026367 71.830 -91.0391
8799.331055 71.470 -39.1484
8863.094727 71.565 -34.9922
8927.320312 73.143 23.9141
8992.010742 74.311 164.5547
9057.170898 73.825 -112.7344
9122.802734 72.741 162.9492
9188.910156 73.138 40.7148
9255.497070 73.581 -13.6289
9322.566406 72.329 -107.3359
9390.121094 72.013 118.4570
9458.166016 72.710 64.9336
9526.704102 73.349 61.7305
9595.738281 74.198 116.4297
9665.273438 73.778 -114.4219
9735.311523 71.829 -26.4102
9805.857422 70.835 -132.8516
9876.915039 72.331 -19.8359
9948.487305 73.681 -154.2930
10020.578125 73.524 -156.1406
10093.191406 71.958 91.8203
10166.331055 69.528 145.2578
10240.000000 68.789 -125.6484
10314.203125 70.014 -26.6172
10388.944336 71.045 78.8906
10464.226562 70.557 -14.2344
10540.054688 69.994 42.4219
10616.432617 70.111 172.8984
10693.363281 69.605 -97.4844
10770.852539 69.773 -94.6016
10848.902344 69.680 -124.3047
10927.517578 68.729 -116.6953
11006.703125 67.722 -75.0000
11086.461914 68.072 -147.7656
11166.798828 69.600 9.0625
11247.718750 69.837 -142.6172
11329.223633 68.191 124.2266
11411.320312 67.132 13.4062
11494.011719 67.470 -165.3438
11577.301758 67.762 -82.0391
11661.195312 67.622 -77.5938
11745.697266 67.850 -68.2188
11830.811523 68.009 123.9844
11916.542969 69.681 117.1562
12002.894531 70.753 129.3906
12089.873047 69.643 35.2812
12177.480469 68.289 -117.4297
12265.723633 68.665 107.7031
12354.606445 68.693 -8.0547
12444.132812 67.248 -148.7188
12534.308594 65.278 -67.5703
12625.136719 64.424 -69.5156
12716.624023 64.357 -45.5859
12808.773438 64.779 61.5625
12901.591797 64.964 -160.2422
12995.082031 65.907 -17.8359
13089.250000 67.512 154.8047
13184.099609 69.542 86.3984
13279.636719 70.956 106.5625
13375.867188 70.732 59.2500
13472.793945 69.811 -100.3281
13570.422852 68.488 12.6328
13668.759766 66.793 10.3125
13767.809570 65.284 -43.8047
13867.577148 65.230 -28.2500
