* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -37,1 dBFS, measurement signal peak level -26,4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:18:17
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 3,6073 ms (1,237 m, 4 ft 0,7 in) using estimated IR delay relative to Acoustic reference on  R with no timing offset
* Measurement: Sep 132
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.145 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.144928 42.586 103.8114
20.290907 42.352 98.7556
20.437943 42.117 90.9090
20.586044 41.564 80.5995
20.735220 40.403 67.7931
20.885475 39.433 51.6909
21.036821 38.836 29.9535
21.189262 38.604 6.8707
21.342808 39.082 -11.4172
21.497467 40.177 -26.4143
21.653246 41.026 -37.1524
21.810154 41.555 -43.1048
21.968201 41.826 -45.5552
22.127390 41.717 -45.0452
22.287735 41.395 -41.4732
22.449242 41.109 -34.9825
22.611917 40.819 -25.6959
22.775772 40.796 -16.4915
22.940815 41.085 -7.0737
23.107054 41.325 0.6305
23.274498 41.511 5.7308
23.443153 41.381 9.5483
23.613033 40.806 11.4341
23.784142 39.654 14.3189
23.956491 37.271 18.5960
24.130091 34.563 30.5707
24.304947 33.199 73.3981
24.481071 32.933 131.0344
24.658470 34.672 157.4882
24.837156 37.839 163.1140
25.017136 39.667 165.5649
25.198421 40.526 163.2002
25.381020 40.791 160.0232
25.564941 40.434 155.4023
25.750195 39.508 148.5928
25.936790 38.052 139.1526
26.124741 36.300 123.1396
26.314051 34.494 101.7223
26.504732 34.220 77.9852
26.696796 35.031 54.1117
26.890253 36.273 39.9272
27.085112 37.724 32.0527
27.281382 38.663 28.0177
27.479073 39.237 26.4701
27.678198 39.427 25.6678
27.878765 39.151 24.2957
28.080786 38.386 22.1186
28.284271 36.830 14.7334
28.489231 34.426 1.1686
28.695675 32.866 -33.8809
28.903616 32.402 -81.9150
29.113064 34.702 -111.1982
29.324028 37.691 -129.4317
29.536524 39.451 -137.5450
29.750557 40.454 -141.0675
29.966141 40.683 -141.4187
30.183289 40.279 -138.5636
30.402010 39.385 -131.7285
30.622314 38.164 -119.0106
30.844217 37.308 -102.7830
31.067726 37.096 -83.9209
31.292856 37.287 -69.7420
31.519617 37.451 -60.3327
31.748020 36.980 -55.5706
31.978081 35.440 -59.6888
32.209808 33.040 -78.2955
32.443211 30.859 -144.6757
32.678310 31.154 161.5661
32.915108 34.952 147.3910
33.153625 37.752 144.8850
33.393871 39.840 144.4226
33.635857 41.145 146.3385
33.879597 41.873 147.5251
34.125103 41.976 147.9348
34.372387 41.415 147.4263
34.621464 39.950 148.9083
34.872345 37.439 153.1848
35.125042 34.027 172.1727
35.379574 33.650 -127.7388
35.635948 35.187 -83.1662
35.894180 37.664 -74.0451
36.154285 38.540 -75.3837
36.416275 38.268 -78.2068
36.680161 37.076 -77.2706
36.945961 35.311 -68.0348
37.213688 35.100 -49.4660
37.483353 36.359 -34.9155
37.754974 38.488 -30.2161
38.028561 39.942 -34.1092
38.304131 40.567 -40.4815
38.581699 40.323 -45.6225
38.861279 39.258 -45.7707
39.142883 37.522 -36.8089
39.426529 36.456 -17.3702
39.712231 36.612 1.3327
40.000000 37.375 14.1508
40.289856 37.496 21.1094
40.581814 36.492 29.3856
40.875885 34.988 45.5530
41.172089 34.307 65.4865
41.470440 34.671 80.7266
41.770950 35.159 82.6433
42.073643 34.556 72.2638
42.378525 32.708 49.4377
42.685616 30.383 12.5180
42.994934 29.435 -28.7475
43.306492 30.714 -61.0881
43.620308 33.408 -76.8404
43.936401 36.653 -82.6004
44.254780 40.075 -87.6895
44.575470 43.291 -95.5458
44.898483 46.151 -105.6789
45.223835 48.644 -116.6377
45.551544 50.837 -127.2827
45.881630 52.815 -137.2369
46.214108 54.644 -146.7857
46.548996 56.346 -156.5700
46.886307 57.899 -167.2124
47.226067 59.262 -179.0366
47.568283 60.413 168.0071
47.912983 61.357 154.2621
48.260181 62.127 140.2689
48.609894 62.775 126.6684
48.962143 63.360 114.0648
49.316940 63.936 102.8535
49.674313 64.545 93.0797
50.034271 65.200 84.4253
50.396843 65.888 76.3524
50.762039 66.583 68.3344
51.129883 67.260 60.0443
51.500389 67.916 51.4266
51.873581 68.566 42.6470
52.249481 69.235 33.9581
52.628101 69.946 25.5381
53.009464 70.695 17.3823
53.393593 71.460 9.3179
53.780506 72.199 1.1345
54.170223 72.878 -7.2660
54.562763 73.489 -15.8113
54.958145 74.052 -24.3255
55.356396 74.606 -32.6693
55.757530 75.176 -40.8439
56.161572 75.755 -48.9648
56.568542 76.304 -57.0982
56.978462 76.790 -65.1017
57.391350 77.224 -72.6324
57.807232 77.691 -79.3779
58.226128 78.326 -85.4067
58.648056 79.220 -91.3364
59.073048 80.346 -98.0955
59.501114 81.567 -106.4207
59.932281 82.728 -116.4863
60.366577 83.720 -127.9329
60.804020 84.500 -140.0908
61.244629 85.086 -152.2180
61.688435 85.554 -163.6859
62.135452 86.022 -174.2565
62.585712 86.589 175.7244
63.039234 87.263 165.5715
63.496040 87.976 154.8307
63.956161 88.668 143.6059
64.419617 89.373 132.3215
64.886421 90.207 120.9885
65.356621 91.236 108.7944
65.830215 92.368 94.4355
66.307251 93.391 77.1065
66.787743 94.115 56.9602
67.271713 94.412 34.8828
67.759193 94.218 12.1639
68.250206 93.523 -9.8241
68.744774 92.376 -29.7004
69.242928 90.916 -46.4907
69.744690 89.365 -60.3297
70.250084 87.932 -72.6191
70.759148 86.616 -84.8423
71.271896 85.228 -97.0555
71.788361 83.617 -107.9379
72.308571 81.840 -116.3401
72.832550 80.111 -122.6060
73.360321 78.544 -127.9592
73.891922 77.019 -132.4542
74.427376 75.439 -134.8516
74.966705 73.978 -134.8812
75.509949 72.870 -134.2234
76.057121 72.027 -134.0089
76.608261 71.259 -133.1801
77.163399 70.663 -130.4053
77.722557 70.535 -126.1672
78.285767 70.967 -122.1031
78.853058 71.842 -119.5052
79.424461 73.038 -118.9719
80.000000 74.441 -120.9087
80.579712 75.939 -125.3453
81.163628 77.470 -131.9741
81.751770 79.010 -140.6991
82.344177 80.485 -151.9524
82.940880 81.739 -166.2432
83.541901 82.609 176.6580
84.147285 82.987 157.8193
84.757050 82.851 138.8528
85.371231 82.267 121.1964
85.989868 81.377 105.6555
86.612984 80.353 92.0165
87.240616 79.308 79.4065
87.872803 78.258 67.0110
88.509560 77.168 54.4176
89.150940 75.998 41.3728
89.796967 74.694 27.4048
90.447670 73.174 11.5020
91.103088 71.348 -8.5548
91.763260 69.216 -36.8489
92.428215 67.345 -77.1741
93.097992 67.382 -126.1685
93.772614 69.452 -171.8120
94.452133 71.691 153.7122
95.136566 73.420 128.8655
95.825966 74.674 109.6990
96.520363 75.575 93.5054
97.219788 76.199 79.0186
97.924286 76.609 65.7653
98.633881 76.864 53.4814
99.348625 76.999 42.0459
100.068542 77.032 31.5754
100.793686 76.990 22.0508
101.524078 76.885 13.0763
102.259766 76.693 4.5981
103.000778 76.442 -2.5776
103.747162 76.292 -7.8572
104.498962 76.404 -12.0364
105.256203 76.790 -16.5315
106.018929 77.398 -22.0615
106.787186 78.193 -28.7708
107.561012 79.092 -36.9216
108.340446 79.956 -46.9688
109.125526 80.660 -59.0881
109.916290 81.137 -72.7689
110.712791 81.374 -87.0371
111.515060 81.401 -101.1362
112.323143 81.266 -114.8605
113.137085 81.008 -128.2329
113.956924 80.638 -141.1652
114.782700 80.158 -153.4602
115.614464 79.597 -164.8224
116.452255 79.067 -175.0006
117.296112 78.728 175.5786
118.146095 78.629 165.6079
119.002228 78.618 153.9197
119.864563 78.463 140.5439
120.733154 77.957 126.8918
121.608040 77.014 115.7882
122.489258 75.967 110.2526
123.376869 75.848 109.4342
124.270905 77.059 107.0079
125.171425 78.623 98.2745
126.078468 79.897 84.1482
126.992081 80.830 67.3226
127.912323 81.484 49.2859
128.839233 81.862 30.3707
129.772842 81.914 10.9246
130.713242 81.605 -8.1118
131.660431 80.963 -25.7363
132.614502 80.051 -41.4603
133.575485 78.894 -54.6428
134.543427 77.522 -63.8938
135.518387 76.193 -68.3516
136.500412 75.514 -69.7998
137.489548 75.753 -72.4382
138.485855 76.300 -78.8208
139.489380 76.576 -87.8677
140.500168 76.506 -97.3032
141.518295 76.242 -105.8477
142.543793 75.909 -112.9897
143.576721 75.591 -118.4478
144.617142 75.430 -122.2708
145.665100 75.582 -125.3799
146.720642 75.995 -129.5127
147.783844 76.406 -135.7119
148.854752 76.640 -142.9634
149.933411 76.790 -149.5173
151.019897 77.027 -155.4180
152.114243 77.358 -161.8828
153.216522 77.690 -169.1775
154.326797 77.954 -176.8162
155.445114 78.124 175.3281
156.571533 78.192 167.2317
157.706116 78.125 159.4507
158.848923 77.939 152.9561
160.000000 77.810 148.2417
161.159424 77.982 144.6689
162.327255 78.537 140.5566
163.503540 79.317 134.2305
164.688354 80.078 125.2666
165.881760 80.662 114.2808
167.083801 81.024 101.8728
168.294571 81.127 88.3218
169.514099 80.876 74.3401
170.742462 80.246 61.4773
171.979736 79.409 50.4475
173.225967 78.539 40.2568
174.481232 77.611 30.0845
175.745605 76.497 19.9756
177.019119 75.048 10.5828
178.301880 73.128 3.8652
179.593933 70.651 4.2053
180.895340 67.965 17.0291
182.206177 67.191 39.2778
183.526520 69.339 56.4775
184.856430 72.003 61.1035
186.195984 74.248 56.4285
187.545227 75.941 45.8950
188.904266 77.008 31.7253
190.273132 77.492 16.6494
191.651932 77.567 2.6138
193.040726 77.408 -10.3904
194.439575 77.034 -23.3506
195.848572 76.248 -35.7053
197.267761 74.880 -43.9758
198.697250 73.345 -44.8120
200.137085 72.922 -41.3350
201.587372 73.773 -42.5698
203.048157 74.527 -52.3357
204.519531 74.499 -66.6401
206.001556 73.637 -80.2959
207.494324 72.042 -89.5256
208.997925 69.832 -90.7908
210.512405 67.534 -80.8032
212.037857 67.208 -62.3945
213.574371 69.625 -47.3647
215.122025 72.560 -43.9587
216.680893 75.069 -50.9844
218.251053 77.041 -64.7073
219.832581 78.427 -82.9302
221.425583 79.148 -103.8718
223.030121 79.169 -125.4114
224.646286 78.551 -145.5225
226.274170 77.414 -162.8711
227.913849 75.886 -176.5186
229.565399 74.213 173.9016
231.228928 72.802 166.5254
232.904510 71.777 158.0176
234.592224 70.696 147.8713
236.292191 69.248 139.0049
238.004456 67.911 130.9219
239.729126 67.272 114.9668
241.466309 66.673 81.0337
243.216080 65.685 24.5486
244.978516 65.705 -49.6318
246.753738 67.462 -126.8311
248.541809 69.390 161.9429
250.342850 70.858 94.3564
252.156937 72.136 29.9922
253.984161 73.397 -26.4155
255.824646 74.524 -70.9819
257.678467 75.544 -103.4146
259.545685 76.781 -126.6941
261.426483 78.297 -146.5518
263.320862 79.663 -167.6445
265.229004 80.518 169.6211
267.150970 80.821 147.4131
269.086853 80.730 127.7439
271.036774 80.533 111.6570
273.000824 80.735 98.5444
274.979095 81.636 84.6519
276.971710 82.739 65.5229
278.978760 83.469 40.6189
281.000336 83.613 11.6921
283.036591 83.062 -19.4971
285.087585 81.708 -50.3215
287.153442 79.438 -75.7664
289.234283 76.362 -90.2925
291.330200 73.560 -97.2920
293.441284 72.437 -106.8787
295.567688 72.514 -121.8301
297.709503 73.120 -140.8174
299.866821 73.876 -163.8987
302.039795 74.501 170.7126
304.228485 75.153 145.6616
306.433044 75.992 120.4868
308.653595 76.682 93.1890
310.890228 76.671 65.5830
313.143066 76.021 44.1646
315.412231 75.905 29.1448
317.697845 76.612 11.5889
320.000000 77.119 -11.3711
322.318848 77.136 -37.0525
324.654510 76.614 -64.5923
327.007080 75.160 -89.5654
329.376709 72.526 -100.0200
331.763519 70.031 -94.0400
334.167603 70.303 -91.9512
336.589142 71.697 -105.9978
339.028198 72.426 -132.1536
341.484924 72.262 -165.3667
343.959473 71.395 154.7437
346.451935 70.139 104.8567
348.962463 68.814 44.5715
351.491211 67.584 -16.7021
354.038239 66.389 -62.4570
