* Measurement data measured by REW V5.20.3
* Source: Input device not selected, no input selected, R, volume: 0,000. Timing signal peak level -38,4 dBFS, measurement signal peak level -26,1 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS using an acoustic timing reference
* Dated: 13.09.2022 17:17:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 1,6139 ms (554 mm, 1 ft 9,79 in) using estimated IR delay relative to Acoustic reference on  R with no timing offset
* Measurement: Sep 131
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.145 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.144928 36.993 7.4954
20.290907 36.697 -7.5818
20.437943 36.398 -28.6670
20.586044 36.376 -49.1491
20.735220 36.882 -70.4870
20.885475 37.484 -90.4474
21.036821 38.148 -107.6718
21.189262 38.795 -123.3458
21.342808 39.188 -138.0746
21.497467 39.385 -151.6898
21.653246 39.399 -165.2307
21.810154 39.203 -178.8170
21.968201 38.879 167.7734
22.127390 38.463 154.2221
22.287735 37.956 141.2348
22.449242 37.401 129.9000
22.611917 36.794 120.1580
22.775772 36.200 114.1295
22.940815 35.566 111.9884
23.107054 35.310 112.8215
23.274498 35.585 117.7157
23.443153 36.200 122.3771
23.613033 37.225 124.2983
23.784142 38.332 123.7670
23.956491 39.103 119.6061
24.130091 39.638 112.1761
24.304947 39.706 101.5728
24.481071 39.685 87.6844
24.658470 39.688 69.9482
24.837156 39.702 48.9476
25.017136 40.081 27.6644
25.198421 40.951 6.1490
25.381020 41.822 -11.9478
25.564941 42.688 -27.0259
25.750195 43.163 -39.7300
25.936790 43.259 -50.1151
26.124741 42.860 -59.3297
26.314051 41.936 -67.1935
26.504732 40.327 -74.4238
26.696796 37.997 -79.2941
26.890253 34.253 -80.4777
27.085112 30.527 -67.8741
27.281382 29.896 -7.6567
27.479073 30.586 54.4951
27.678198 31.839 69.9204
27.878765 32.372 75.6808
28.080786 31.180 81.5352
28.284271 29.670 100.6500
28.489231 28.040 136.1101
28.695675 29.261 167.8073
28.903616 32.462 -165.7849
29.113064 34.692 -154.4035
29.324028 36.295 -151.3692
29.536524 37.051 -151.7254
29.750557 37.088 -155.5001
29.966141 36.418 -162.5299
30.183289 34.929 -176.9033
30.402010 33.347 160.1890
30.622314 33.107 122.3027
30.844217 34.169 88.1310
31.067726 36.610 64.3271
31.292856 38.223 49.0725
31.519617 39.063 40.6693
31.748020 38.995 36.2042
31.978081 38.092 37.8735
32.209808 36.627 46.5684
32.443211 35.759 67.2245
32.678310 36.111 87.5449
32.915108 37.995 101.3239
33.153625 39.353 104.2863
33.393871 40.033 98.9123
33.635857 39.767 86.7907
33.879597 38.581 65.9359
34.125103 37.513 34.3023
34.372387 37.533 -10.0015
34.621464 39.473 -48.4160
34.872345 41.916 -78.9099
35.125042 43.773 -99.5845
35.379574 44.869 -115.8937
35.635948 45.272 -129.3998
35.894180 44.984 -141.0784
36.154285 43.986 -151.2500
36.416275 42.137 -157.9805
36.680161 39.326 -156.6965
36.945961 35.448 -141.1188
37.213688 32.483 -99.5901
37.483353 31.390 -69.9370
37.754974 31.718 -69.0303
38.028561 30.814 -93.2449
38.304131 32.526 -157.4604
38.581699 35.826 146.9138
38.861279 39.382 121.5978
39.142883 41.449 110.7478
39.426529 42.365 105.3492
39.712231 42.221 104.8354
40.000000 41.139 110.6742
40.289856 39.429 125.4786
40.581814 38.250 151.2064
40.875885 38.733 174.8571
41.172089 39.734 -170.2490
41.470440 40.185 -166.1279
41.770950 39.473 -172.1262
42.073643 37.455 168.4483
42.378525 35.484 124.9984
42.685616 36.570 74.1404
42.994934 39.320 34.7086
43.306492 41.690 11.9513
43.620308 43.241 -4.1800
43.936401 44.608 -19.5909
44.254780 46.439 -35.4210
44.575470 48.882 -50.6564
44.898483 51.647 -64.7012
45.223835 54.399 -77.9402
45.551544 56.913 -91.2612
45.881630 59.094 -105.4485
46.214108 60.937 -120.8427
46.548996 62.478 -137.3335
46.886307 63.773 -154.4541
47.226067 64.863 -171.5090
47.568283 65.774 172.2319
47.912983 66.520 157.3171
48.260181 67.122 144.0022
48.609894 67.618 132.2251
48.962143 68.060 121.6608
49.316940 68.498 111.8467
49.674313 68.968 102.3469
50.034271 69.485 92.8906
50.396843 70.045 83.4093
50.762039 70.636 73.9753
51.129883 71.237 64.6976
51.500389 71.829 55.6538
51.873581 72.400 46.8768
52.249481 72.950 38.3687
52.628101 73.496 30.1000
53.009464 74.058 21.9886
53.393593 74.652 13.8986
53.780506 75.272 5.6881
54.170223 75.891 -2.7128
54.562763 76.485 -11.2633
54.958145 77.040 -19.8544
55.356396 77.562 -28.4065
55.757530 78.069 -36.9423
56.161572 78.566 -45.5673
56.568542 79.040 -54.3440
56.978462 79.465 -63.1489
57.391350 79.834 -71.6382
57.807232 80.183 -79.3901
58.226128 80.600 -86.1931
58.648056 81.190 -92.3169
59.073048 82.005 -98.5271
59.501114 82.988 -105.7494
59.932281 84.008 -114.5421
60.366577 84.938 -124.8438
60.804020 85.704 -136.0935
61.244629 86.300 -147.5483
61.688435 86.778 -158.5598
62.135452 87.239 -168.8755
62.585712 87.769 -178.7966
63.039234 88.381 171.0807
63.496040 89.018 160.3909
63.956161 89.631 149.2781
64.419617 90.254 138.1520
64.886421 90.994 126.9990
65.356621 91.916 115.0087
65.830215 92.934 100.8981
66.307251 93.847 83.8643
66.787743 94.467 64.0405
67.271713 94.664 42.2949
67.759193 94.368 19.9185
68.250206 93.561 -1.6880
68.744774 92.280 -21.0822
69.242928 90.659 -37.2125
69.744690 88.921 -50.2068
70.250084 87.290 -61.5999
70.759148 85.761 -73.0017
71.271896 84.106 -84.2959
71.788361 82.103 -93.4524
72.308571 79.758 -98.2480
72.832550 77.338 -98.1345
73.360321 75.205 -94.1880
73.891922 73.636 -87.1357
74.427376 73.030 -78.3888
74.966705 73.465 -71.4456
75.509949 74.300 -68.7693
76.057121 75.079 -69.2596
76.608261 75.809 -70.9655
77.163399 76.616 -73.4094
77.722557 77.519 -76.8618
78.285767 78.489 -81.2657
78.853058 79.534 -86.3695
79.424461 80.663 -92.2422
80.000000 81.856 -99.1504
80.579712 83.099 -107.2289
81.163628 84.411 -116.6595
81.751770 85.772 -128.0457
82.344177 87.064 -142.1647
82.940880 88.098 -159.3457
83.541901 88.717 -179.0210
84.147285 88.833 160.0477
84.757050 88.439 139.4545
85.371231 87.605 120.5773
85.989868 86.468 104.1979
86.612984 85.208 90.1332
87.240616 83.947 77.5724
87.872803 82.710 65.7660
88.509560 81.468 54.3116
89.150940 80.195 42.8994
89.796967 78.859 31.1224
90.447670 77.410 18.4736
91.103088 75.785 4.0432
91.763260 73.886 -14.1445
92.428215 71.568 -39.6384
93.097992 68.860 -76.7017
93.772614 66.822 -124.8672
94.452133 67.400 -172.7437
95.136566 69.475 151.1155
95.825966 71.432 126.5959
96.520363 72.944 108.9385
97.219788 74.047 94.7554
97.924286 74.833 82.5037
98.633881 75.414 71.5269
99.348625 75.894 61.4419
100.068542 76.324 51.8718
100.793686 76.670 42.5166
101.524078 76.870 33.4988
102.259766 76.937 25.3376
103.000778 76.989 18.2932
103.747162 77.139 11.8833
104.498962 77.379 5.3557
105.256203 77.621 -1.4858
106.018929 77.833 -8.1572
106.787186 78.095 -14.1602
107.561012 78.552 -19.8625
108.340446 79.243 -26.6360
109.125526 80.016 -35.7393
109.916290 80.659 -47.1658
110.712791 81.048 -59.8975
111.515060 81.175 -72.9414
112.323143 81.088 -85.8252
113.137085 80.835 -98.2666
113.956924 80.445 -109.8645
114.782700 79.967 -120.3335
115.614464 79.481 -129.7881
116.452255 79.069 -138.6438
117.296112 78.773 -147.4941
118.146095 78.546 -157.0183
119.002228 78.252 -167.4082
119.864563 77.764 -177.7644
120.733154 77.083 173.6604
121.608040 76.496 168.0747
122.489258 76.542 164.1431
123.376869 77.344 158.2378
124.270905 78.365 147.9429
125.171425 79.148 133.6975
126.078468 79.581 117.1050
126.992081 79.730 99.4092
127.912323 79.654 81.1875
128.839233 79.322 62.5137
129.772842 78.642 43.7371
130.713242 77.539 26.0837
131.660431 75.957 11.4436
132.614502 73.887 2.2971
133.575485 71.622 1.4583
134.543427 70.331 8.5735
135.518387 71.122 16.6401
136.500412 72.870 17.5945
137.489548 74.344 10.6528
138.485855 75.348 0.5039
139.489380 76.109 -9.1392
140.500168 76.847 -18.0117
141.518295 77.604 -27.1426
142.543793 78.328 -36.8542
143.576721 79.002 -46.8770
144.617142 79.667 -57.0488
145.665100 80.349 -67.7346
146.720642 80.927 -79.6279
147.783844 81.198 -92.5740
148.854752 81.106 -104.8059
149.933411 80.862 -114.5361
151.019897 80.773 -122.0437
152.114243 80.986 -129.1787
153.216522 81.415 -137.4619
154.326797 81.834 -147.4338
155.445114 82.060 -158.9780
156.571533 82.021 -171.4072
157.706116 81.692 176.5400
158.848923 81.092 166.0461
160.000000 80.337 157.7234
161.159424 79.628 151.6267
162.327255 79.143 146.9077
163.503540 78.935 142.2361
164.688354 78.919 136.6545
165.881760 78.919 129.8826
167.083801 78.811 122.1470
168.294571 78.528 113.8921
169.514099 78.011 106.1213
170.742462 77.330 99.8496
171.979736 76.638 94.9443
173.225967 75.988 91.2075
174.481232 75.437 89.0215
175.745605 75.105 87.7751
177.019119 74.962 86.3516
178.301880 74.913 84.9766
179.593933 75.038 84.2407
180.895340 75.466 83.7078
182.206177 76.210 82.4495
183.526520 77.188 79.6240
184.856430 78.302 74.6816
186.195984 79.504 67.2603
187.545227 80.653 56.5525
188.904266 81.448 42.2847
190.273132 81.714 26.0117
191.651932 81.472 9.9175
193.040726 80.843 -4.7720
194.439575 79.954 -17.8889
195.848572 78.848 -29.2659
197.267761 77.586 -38.0347
198.697250 76.496 -44.6055
200.137085 75.860 -52.4263
201.587372 75.335 -64.5723
203.048157 74.347 -80.2871
204.519531 72.646 -97.0376
206.001556 70.373 -115.5903
207.494324 68.119 -142.6445
208.997925 67.337 175.5583
210.512405 69.033 124.2197
212.037857 71.552 76.7307
213.574371 73.572 39.9670
215.122025 74.864 12.3975
216.680893 75.546 -8.8601
218.251053 75.818 -25.4675
219.832581 75.908 -38.6523
221.425583 76.008 -50.0149
223.030121 76.078 -61.4478
224.646286 75.831 -73.0498
226.274170 75.117 -82.1638
227.913849 74.260 -85.5569
229.565399 74.281 -83.8877
231.228928 75.635 -83.7783
232.904510 77.237 -91.1121
234.592224 78.314 -105.1304
236.292191 78.739 -122.0957
238.004456 78.554 -138.9136
239.729126 77.885 -153.2808
241.466309 77.035 -164.1953
243.216080 76.382 -172.4568
244.978516 76.270 -179.6934
246.753738 76.908 170.7903
248.541809 77.841 153.9634
250.342850 78.262 127.6333
252.156937 77.718 93.8213
253.984161 76.145 54.9595
255.824646 73.685 11.8533
257.678467 70.731 -33.9150
259.545685 68.342 -77.6851
261.426483 67.744 -114.9109
263.320862 68.227 -144.6274
265.229004 68.760 -165.8989
267.150970 69.591 -179.8440
269.086853 70.692 167.1472
271.036774 71.408 151.6733
273.000824 71.682 137.0518
274.979095 72.086 124.9565
276.971710 72.860 112.4082
278.978760 73.766 96.5486
281.000336 74.509 75.7761
283.036591 74.809 49.5671
285.087585 74.374 18.7007
287.153442 72.829 -10.2266
289.234283 70.284 -24.7402
291.330200 69.102 -28.6733
293.441284 70.797 -46.3423
295.567688 72.704 -83.7529
297.709503 73.852 -129.7109
299.866821 74.347 -173.7754
302.039795 74.704 149.2900
304.228485 75.386 118.3716
306.433044 76.502 90.4678
308.653595 78.013 62.0454
310.890228 79.332 27.9971
313.143066 79.726 -12.4146
315.412231 78.920 -53.6851
317.697845 77.032 -89.2744
320.000000 74.443 -114.3906
322.318848 72.578 -131.3813
324.654510 73.081 -154.4199
327.007080 74.134 165.5171
329.376709 73.994 112.2173
331.763519 72.202 56.3931
334.167603 68.749 1.6025
336.589142 63.970 -67.5093
339.028198 59.645 -160.9653
341.484924 58.942 114.7881
343.959473 59.256 67.0298
346.451935 59.476 49.5234
348.962463 61.044 46.9004
351.491211 64.276 49.7876
354.038239 67.551 45.2529
356.603760 69.755 25.6699
