freq,avg_deviation,max_min_spread,stddev,stddev_smoothed,iqr,iqr_smoothed
20.144928000000004,-33.02267610440205,10.765973861914723,3.895401264254323,3.4521439983607656,5.929246760420476,4.589717929552816
20.326848476550488,-32.73368029548392,6.928595776389663,2.7159371734662536,3.4254217310634356,4.919433569799395,4.464405234894072
20.510411801354817,-32.745554118585126,5.446036729778463,1.946984057820213,3.4038514813213103,1.021572305134896,4.34640634455232
20.695632810293105,-33.05947745461546,6.051699276339232,2.3770997826142684,3.3881637688871,4.136201943200632,4.238649732413859
20.882526473222185,-33.40189964579759,8.476462305837057,2.9579254763036644,3.3788301113477375,3.9134554413829434,4.143679997255841
21.071107895185406,-33.40420899344407,9.521489445278231,3.129648199951608,3.3760327074227385,2.5662313152868137,4.063439191634835
21.26139231763352,-33.062331876616355,8.325403234179024,2.7634016349005632,3.3796253674685355,0.933376071964581,3.9992198468936
21.453395119656488,-32.663494035372885,6.392704839104887,2.3450359795716986,3.3891393958200395,1.303023763348918,3.9515224079776123
21.647131819226413,-32.61000093984275,7.731504738948608,2.524480218085922,3.4037788206673825,1.8768468596266317,3.91998574438749
21.842618074451792,-32.908905822448254,9.210385122517426,3.117573998148252,3.4224936234896046,2.8303029551782046,3.90347601742016
22.03986968484299,-33.8870600442473,11.150686608754754,3.8758768134162835,3.4440300146038227,3.306005857272673,3.9001899159162963
22.23890259258916,-34.842655878845505,12.46393222670147,4.4206123183535,3.4670164210682515,3.6997379665371533,3.907807296091657
22.439732883846773,-35.77094396396441,13.129903137584108,4.718869556879307,3.4900039824510873,4.559096610586039,3.923677398925555
22.642376790039698,-35.82664416732378,11.175989660776942,4.067853620952505,3.511564470370861,4.409759423807561,3.9450128715197814
22.846850689171017,-35.60382327300927,9.633476379934617,3.39959111493765,3.5303533945423538,3.9988655134227145,3.9691071705911063
23.0531711071468,-35.09962563951054,8.072723027689758,3.0836885612509457,3.5451841793843943,5.317809506046885,3.9935722473940176
23.261354719111658,-35.010646196426094,7.7369143314238045,3.2338310480496384,3.5550932335344876,5.952775627955706,4.016510420127059
23.47141835079655,-35.15735014722,9.561597828463164,3.70211048745244,3.559402838798173,6.381814443561872,4.0367052010716185
23.68337897987862,-35.545824085029366,12.69706001621855,4.3881340194074365,3.5577260296013384,5.426013897784507,4.05360673810435
23.897253737353317,-36.02356515536755,12.602323219314691,4.166251640758387,3.5499829394810942,3.319710031850825,4.067355815153564
24.113059908919055,-36.443269833966895,11.771070749168924,3.9749810328689037,3.5364045268751623,3.651198693205437,4.078702718352393
24.330814936374153,-36.800792136143365,10.205232284170464,3.8030858617084076,3.5174974744015293,6.185353640090668,4.088905380483584
24.550536419026603,-36.75553810605373,10.327550216591007,3.922737041278749,3.493997936125153,5.134230806981108,4.0995610429361715
24.77224211511644,-36.400145533018744,11.183552093798795,4.154137273037869,3.466812349888913,2.6396083050467496,4.112375987155485
24.995949943250945,-35.721788506924504,12.096249170339306,4.596637327216212,3.4369552793199634,1.856109578323938,4.12894945916313
25.221677983852942,-34.705959247329076,9.637321443794821,3.661496983851943,3.4054541476517515,3.1128510744043965,4.150578128270674
25.449444480622038,-33.92832139378239,7.8842630123402415,2.875112949696174,3.373267518549329,3.312680209485741,4.178013880444229
25.67926784200908,-33.41100545127297,6.608900888230284,2.280655348936391,3.3412240453107733,2.720116419604082,4.211427428680059
25.911166642704014,-33.53584102791772,6.091913340427503,2.0174066131221373,3.309953640733382,1.3449875758816816,4.2503311402631
26.145159625137115,-34.03021482925156,5.902743989421275,2.2516738585817313,3.2798479905983076,3.7137859495906156,4.293535789062565
26.3812657009937,-34.91026655836383,6.9709272706527585,2.835157872054596,3.2510482351167305,5.154471500549157,4.3391594501924775
26.619503952742726,-36.1464469655134,7.191040855196704,2.724141995467292,3.2234330873032695,3.6636044307644156,4.384830359025305
26.859893635178945,-37.43537793784215,8.105030368145115,2.775615970605364,3.1966600104578986,2.6213886842445504,4.427802847934144
27.1024541769792,-38.77386330778872,8.243629770604933,3.5565277257284613,3.170240102341603,7.582719575786967,4.465229856901734
27.347205182272642,-38.443333298892796,8.508239230860603,3.3332322300009714,3.143617049735492,6.060158364563186,4.494326918386695
27.594166432225137,-37.66435543372344,8.396114533463866,3.2592207407232636,3.1161807897425398,5.57758086449585,4.512513346408663
27.84335788663808,-36.4348374813012,7.947238911451862,3.269895967236481,3.0874154724893605,6.337927199415198,4.5176048494863315
28.09479968556151,-36.61124881392334,11.046586844838227,3.9786120616048533,3.0570105748913434,5.271624680479249,4.508217154068118
28.348512150921913,-37.22130665026773,13.090740624797075,4.610261058050993,3.0248505232069975,6.171428955148322,4.483610562832418
28.604515788164658,-38.272336518371795,13.928290683777803,5.092325944418571,2.9910598158925676,7.673253925430473,4.443835865653547
28.862831287911234,-37.91893461862295,10.15083745101522,3.8635752423686225,2.9560118301363096,6.336041660340349,4.389729723858654
29.12347952763158,-37.07808453101401,6.016100819842663,2.2965041991298176,2.920325173518691,3.859883592485005,4.322814172277093
29.386481573331388,-35.736153788139994,2.134279876382621,0.994618208641431,2.884834960995483,2.0254727649894306,4.245311482037251
29.65185868125466,-35.092570719516296,3.940678218244763,1.4084034817968079,2.850511265830664,2.040063038079289,4.159972325789495
29.919632299601744,-34.958864641254685,4.494294291030663,1.9974751031521816,2.818371160507682,3.9242216367733462,4.069827744358418
30.189824070262784,-35.37435113859637,7.08080287418354,2.913014089737224,2.7894291217983254,5.739274193076888,3.9781075704814257
30.462455830566793,-36.22011567890806,7.896452121543049,3.3145319201615213,2.764617326720835,5.623963345166139,3.8880250295897683
30.737549615046696,-36.48664521946532,7.9765114783644435,2.9685474014346007,2.7447403897545906,4.193453432277039,3.80258253448634
31.015127657220063,-36.08442869171226,6.34834985536699,2.1708346968325776,2.730399079069558,1.6219928208653513,3.7244961137828936
31.295212391386183,-35.58286815042164,6.505513753482333,2.221333469929665,2.721971232559789,2.0379055994827553,3.6560107888791644
31.577826454439176,-35.4181770105289,6.676432661518376,2.279978979919006,2.719566987733088,2.5674054381159905,3.598811545740302
31.8629926876975,-35.64052311632433,5.5895684472342,2.110422829150678,2.7230843968506524,2.905640521681498,3.5539466350903095
32.15073413875014,-36.609584560828814,6.6219148558856205,2.2811719196376945,2.7322274671832165,2.082960286516318,3.5218283519788356
32.441074063319206,-37.093193648843204,7.897372103879334,2.565777995403704,2.74651206998095,1.3374893655441156,3.5020787606891934
32.73403592713965,-36.99048472246732,8.180822457882861,2.7064887434884213,2.765334595854866,1.9528991475451463,3.493840293162234
33.02964340785571,-35.85461845300904,7.545347487499484,2.6526868844028106,2.788012928030885,3.0985908124842965,3.495732033700544
33.32792039693453,-34.963869417173925,8.398149557570335,3.054968813282692,2.813856947606333,4.240722888398587,3.5059412996450927
33.62889100159725,-34.4001156840867,8.554864040504832,3.300951565677829,2.842218901651501,5.702177864634628,3.5223503910267153
33.93257954676729,-34.28724017944451,8.217218582851586,2.975859913117025,2.872556678237397,3.633722452937331,3.542701258097152
34.23901057703631,-34.34133564512032,8.06784498236081,2.756380625958799,2.9044321141693734,2.0166242894681616,3.5647753272651137
34.54820885864802,-34.56970537650852,7.310113421795847,2.622924886576854,2.937557241355483,3.003704087202685,3.586481079412822
34.86019938149979,-35.037101567783424,6.777453402782893,2.735460947155158,2.97179768241077,5.29051858615253,3.605977033024689
35.175007361162336,-35.182051051825255,9.279323012681889,3.5088475713056178,3.0071595694016233,4.769874635682427,3.6217163523217732
35.49265824091777,-34.93686218134978,10.299583316240081,3.835885923704032,3.043764261673092,4.470214888625385,3.632619539624432
35.81317769381585,-34.47078821937678,9.996228068653231,3.4855223421887733,3.0818101865671332,3.1529090659892773,3.6380384338807934
36.136591624749066,-34.783487053999075,9.865592592905351,3.478348027814358,3.1214926989663834,4.674849627899107,3.6376872710458605
36.46292617254614,-36.02927258196785,9.919701486516328,3.9283656421298634,3.162948059165883,7.172236189671423,3.631592268195922
36.79220771208477,-37.411406743404235,6.401145686433999,2.565867776078936,3.2062159090792,4.659963818340827,3.6202212484478555
