freq,avg_deviation,spread,stddev,stability,cut_weight,boost_weight
20.144928000000004,-33.02267610440205,10.765973861914723,3.895401264254323,0.3722984933966447,0.4766158260872797,0.22716264567686004
20.326848476550488,-32.73368029548392,6.928595776389663,2.7159371734662536,0.5495741959205352,0.6382925123683815,0.40741733134554037
20.510411801354817,-32.745554118585126,5.446036729778463,1.946984057820213,0.7036336544926844,0.768263061448325,0.5902281315859529
20.695632810293105,-33.05947745461546,6.051699276339232,2.3770997826142684,0.614309169984993,0.6938893928033066,0.48148248944494154
20.882526473222185,-33.40189964579759,8.476462305837057,2.9579254763036644,0.5070615897544773,0.6008907730529433,0.3610697211401637
21.071107895185406,-33.40420899344407,9.521489445278231,3.129648199951608,0.47885845621004586,0.5756458403937984,0.3313681335626824
21.26139231763352,-33.062331876616355,8.325403234179024,2.7634016349005632,0.5409827949250812,0.6307940526215676,0.397901136822741
21.453395119656488,-32.663494035372885,6.392704839104887,2.3450359795716986,0.6207241697699277,0.6993168492656759,0.4890440556668721
21.647131819226413,-32.61000093984275,7.731504738948608,2.524480218085922,0.5854419945686669,0.6692877926182478,0.4479461493478067
21.842618074451792,-32.908905822448254,9.210385122517426,3.117573998148252,0.4807880402162115,0.5773846607826922,0.3333730465071446
22.03986968484299,-33.8870600442473,11.150686608754754,3.8758768134162835,0.3746499977139579,0.4788718417129949,0.22931824078559562
22.23890259258916,-34.842655878845505,12.46393222670147,4.4206123183535,0.3153268474963636,0.4207951365505549,0.17706854694460017
22.439732883846773,-35.77094396396441,13.129903137584108,4.718869556879307,0.28783669394190886,0.392970200398268,0.15442557840105492
22.642376790039698,-35.82664416732378,11.175989660776942,4.067853620952505,0.3522858821584919,0.45726865200553285,0.2090946201069571
22.846850689171017,-35.60382327300927,9.633476379934617,3.39959111493765,0.4378023930274693,0.538218471222451,0.2896791227650324
23.0531711071468,-35.09962563951054,8.072723027689758,3.0836885612509457,0.48624638215502314,0.5822939626619656,0.3390662589525747
23.261354719111658,-35.010646196426094,7.7369143314238045,3.2338310480496384,0.46254269516330904,0.5608721425556737,0.314577560294992
23.47141835079655,-35.15735014722,9.561597828463164,3.70211048745244,0.3963776009175145,0.4995532957990129,0.2495534953436561
23.68337897987862,-35.545824085029366,12.69706001621855,4.3881340194074365,0.31851957568680506,0.4239865661755918,0.17976460829736948
23.897253737353317,-36.02356515536755,12.602323219314691,4.166251640758387,0.34145680917742827,0.4466854776854191,0.19952791597505107
24.113059908919055,-36.443269833966895,11.771070749168924,3.9749810328689037,0.36289628670752977,0.46755950832584386,0.21861189382590487
24.330814936374153,-36.800792136143365,10.205232284170464,3.8030858617084076,0.38357510807928774,0.48740256690085726,0.23756126222154467
24.550536419026603,-36.75553810605373,10.327550216591007,3.922737041278749,0.3690359803822633,0.47347988493647275,0.22418320143945544
24.77224211511644,-36.400145533018744,11.183552093798795,4.154137273037869,0.3427676121756589,0.44797093194779475,0.20067795587017576
